,Site.ID,From (m),To (m),Depth,Material.simplified,Deposit.type,Deposit.type.conf,Mid_VI,EI_pred
1215,ENG.YARC03097-01//I401A_Upper (NTGS 16),0,0.5,0.25,Coarse,Moraine,3,0,0.145707206
1216,ENG.YARC03097-01//TUK_H (NTGS 10),4.6,5.4,5,Coarse,Moraine,2,87,0.698704394
1217,ENG.YARC03097-01//TUK_H (NTGS 10),5.4,5.6,5.5,Coarse,Moraine,2,45,0.506278458
1218,GSC1A - P2,1.2,2.1,1.65,Coarse,Moraine,2,0,0.332964543
1219,I401A - 13,3.4,4.7,4.05,Coarse,Moraine,2,0,0.314475672
1220,I401A - 13,4.7,11.9,8.3,Coarse,Moraine,2,0,0.283146662
1221,I401A - 49,0,1.1,0.55,Coarse,Moraine,2,0,0.341616857
1222,I401A - 49,2.6,4.1,3.35,Coarse,Moraine,2,8,0.35377098
1223,I401A - P3,0,2.1,1.05,Coarse,Moraine,2,0,0.337670573
1224,I401A - P3,3.7,8.2,5.95,Coarse,Moraine,2,0,0.300238519
1225,I401A - P3,8.2,9.3,8.75,Coarse,Moraine,2,45,0.477721122
1226,I401A - P9,7.5,7.6,7.55,Coarse,Moraine,3,8,0.133074807
1227,I401A - P9,6.7,7.5,7.1,Coarse,Moraine,3,0,0.11802314
1228,PW10 - 33,1.5,2.7,2.1,Coarse,Moraine,2,8,0.36388905
1229,PW10 - P5,3.1,4,3.55,Coarse,Moraine,2,8,0.352163822
1230,PW10 - P5,0,1.5,0.75,Coarse,Moraine,2,8,0.3749523
1231,W14103137-AH117.8N,3.6,6.1,4.85,Coarse,Moraine,3,45,0.254882649
1232,W14103137-CR30a1,5.9,21,13.45,Coarse,Moraine,2,8,0.277273262
1233,W14103137-CR30a1,0,1.35,0.675,Coarse,Moraine,2,0,0.340628215
1234,W14103137-CR30a1,5.2,5.9,5.55,Coarse,Moraine,2,0,0.303205395
1235,W14103137-CR30a2,6.7,12.7,9.7,Coarse,Moraine,2,8,0.304494178
1236,W14103137-CR30a2,15.2,16.1,15.65,Coarse,Moraine,2,8,0.262015804
1237,W14103137-CR30a2,4.3,4.4,4.35,Coarse,Moraine,2,0,0.312203611
1238,W14103137-CR30a2,4.4,6.7,5.55,Coarse,Moraine,2,8,0.336279476
1239,W14103137-CR30a2,14.9,15.2,15.05,Coarse,Moraine,2,0,0.237450972
1240,W14103137-CR30a2,12.7,13.4,13.05,Coarse,Moraine,2,45,0.440189074
1241,W14103137-CR30a2,16.1,20.1,18.1,Coarse,Moraine,2,8,0.24567028
1242,W14103137-CR30a2,20.1,20.7,20.4,Coarse,Moraine,2,45,0.377794458
1243,W14103137-CR30a4,12.1,21,16.55,Coarse,Moraine,3,8,0.100355465
1244,W14103137-CR30a4,10.3,12.1,11.2,Coarse,Moraine,3,0,0.103697971
1245,W14103137-CR30a4,5.8,9.65,7.725,Coarse,Moraine,3,8,0.132361489
1246,W14103137-CRA3S,16.5,21.3,18.9,Coarse,Moraine,3,8,0.093059118
1247,W14103137-CRA3S,8.2,12.2,10.2,Coarse,Moraine,3,0,0.107045513
1248,W14103137-CRA3S,12.2,13.4,12.8,Coarse,Moraine,3,8,0.113033284
1249,W14103137-CRA3S,13.4,15.8,14.6,Coarse,Moraine,3,8,0.106784702
1250,W14103137-S6-BH01,8.5,9.3,8.9,Coarse,Moraine,3,0,0.111536965
1251,W14103137-S6-BH02,3.4,5,4.2,Coarse,Moraine,3,8,0.147357713
1252,W14103137-S6-BH13,8.3,9.1,8.7,Coarse,Moraine,3,0,0.112242188
1253,172-2-1,4.3,5.8,5.05,Fine,Moraine,3,0,0.090841043
1254,172-2-1,2.3,4.3,3.3,Fine,Moraine,3,8,0.110310564
1255,172-2-5,4.3,4.9,4.6,Fine,Moraine,2,0,0.238579295
1256,172-2-5,2.3,4.3,3.3,Fine,Moraine,2,8,0.276402606
1257,174-02,0.1,0.3,0.2,Fine,Moraine,2,8,0.298758208
1258,174-09,0.1,0.6,0.35,Fine,Moraine,2,8,0.297653
1259,174-54,0.2,0.6,0.4,Fine,Moraine,2,0,0.266491007
1260,2.45-1-1,2.7,4,3.35,Fine,Moraine,3,8,0.110136523
1261,2.45-1-1,4.6,6.1,5.35,Fine,Moraine,3,8,0.10336691
1262,2.45-1-16,2.1,5.6,3.85,Fine,Moraine,3,8,0.108409113
1263,2.45-1-20,0,0.8,0.4,Fine,Moraine,3,8,0.120817842
1264,307-14-2,0.1,0.8,0.45,Fine,Moraine,2,8,0.296917496
1265,307-7-4,0.6,1.2,0.9,Fine,Moraine,2,8,0.293620674
1266,307-8-9,1.1,1.5,1.3,Fine,Moraine,3,8,0.117469038
1267,312-15,3,4,3.5,Fine,Moraine,2,45,0.433928831
1268,312-27,3,6.1,4.55,Fine,Moraine,2,0,0.238899571
1269,325-1-36,5.5,7,6.25,Fine,Moraine,3,0,0.087373643
1270,ENG.YARC03097-01//Gunghi BH-02,18.3,20.4,19.35,Fine,Moraine,3,8,0.065402471
1271,ENG.YARC03097-01//HUS_Slump (NTGS 17),2.5,3.3,2.9,Fine,Moraine,2,87,0.634944048
1272,ENG.YARC03097-01//INU_H (NTGS 2),19.5,20.7,20.1,Fine,Moraine,3,45,0.121930018
1273,ENG.YARC03097-01//ITH-01,2.44,2.6,2.52,Fine,Moraine,2,0,0.252148583
1274,ENG.YARC03097-01//ITH-01,3.35,4,3.675,Fine,Moraine,2,45,0.43241764
1275,ENG.YARC03097-01//ITH-03,1,2.3,1.65,Fine,Moraine,2,45,0.449973713
1276,ENG.YARC03097-01//ITH-04,2.44,3,2.72,Fine,Moraine,2,8,0.280506503
1277,ENG.YARC03097-01//ITH-05,1.65,2.7,2.175,Fine,Moraine,2,0,0.254447658
1278,ENG.YARC03097-01//ITH-05,2.7,3.66,3.18,Fine,Moraine,2,8,0.277248661
1279,ENG.YARC03097-01//ITH-06,3.35,3.75,3.55,Fine,Moraine,2,8,0.274645089
1280,ENG.YARC03097-01//ITH-06,3,3.35,3.175,Fine,Moraine,2,8,0.277283947
1281,ENG.YARC03097-01//ITH-06,3.95,4.2,4.075,Fine,Moraine,2,8,0.270976822
1282,ENG.YARC03097-01//ITH-06,2.1,3,2.55,Fine,Moraine,2,45,0.442153064
1283,ENG.YARC03097-01//ITH-07,2.1,2.7,2.4,Fine,Moraine,2,8,0.282786449
1284,ENG.YARC03097-01//ITH-07,2.7,4.6,3.65,Fine,Moraine,2,45,0.432633449
1285,ENG.YARC03097-01//ITH-08,2.44,4,3.22,Fine,Moraine,2,45,0.436349267
1286,ENG.YARC03097-01//ITH-10,4.3,4.6,4.45,Fine,Moraine,3,0,0.092619955
1287,ENG.YARC03097-01//ITH-10,5,6.1,5.55,Fine,Moraine,3,8,0.102710267
1288,ENG.YARC03097-01//ITH-11,2.7,3.8,3.25,Fine,Moraine,2,45,0.436089788
1289,ENG.YARC03097-01//ITH-11,1.52,2.7,2.11,Fine,Moraine,2,45,0.445973174
1290,ENG.YARC03097-01//ITH-12,3.5,5.2,4.35,Fine,Moraine,3,45,0.195077883
1291,ENG.YARC03097-01//ITH-12,3.05,3.5,3.275,Fine,Moraine,3,8,0.110397673
1292,ENG.YARC03097-01//ITH-13,0.9,2.1,1.5,Fine,Moraine,2,0,0.258985303
1293,ENG.YARC03097-01//ITH-14,1.21,3.2,2.205,Fine,Moraine,2,8,0.284181241
1294,W14103137-CR30a2,13.7,14.9,14.3,Fine,Moraine,2,0,0.182030643
1295,W14103137-CR30a2,0.3,0.9,0.6,Fine,Moraine,2,0,0.265116162
1296,W14103137-CR30a2,3.2,4.3,3.75,Fine,Moraine,2,0,0.24406369
1297,W14103137-CR30a2,13.4,13.7,13.55,Fine,Moraine,2,45,0.349925124
1298,W14103137-CR30a4,5.7,5.8,5.75,Fine,Moraine,3,8,0.102057261
1299,W14103137-CR30a4,9.65,9.85,9.75,Fine,Moraine,3,8,0.08973901
1300,W14103137-CR30a4,3.7,5.7,4.7,Fine,Moraine,3,0,0.091875038
1301,W14103137-CRA3S,15.8,16.5,16.15,Fine,Moraine,3,8,0.072757867
1302,W14103137-S6-BH04,0.1,0.1,0.1,Fine,Moraine,3,45,0.219698587
1303,W14103137-S6-BH04,9.3,10,9.65,Fine,Moraine,3,0,0.078179694
1304,170-1-36,0.9,1.5,1.2,Till,Moraine,3,0,0.074154297
1305,170-1-36,2.4,4.3,3.35,Till,Moraine,3,0,0.069047363
1306,172-2-1,0,2.3,1.15,Till,Moraine,3,8,0.085601871
1307,172-2-5,0,2.3,1.15,Till,Moraine,2,8,0.224289408
1308,19A-07,0.2,1.5,0.85,Till,Moraine,3,45,0.161276432
1309,2.45-1-11,0.2,6.1,3.15,Till,Moraine,3,0,0.069508653
1310,2.45-1-13,0.15,1.8,0.975,Till,Moraine,2,87,0.566502073
1311,2.45-1-16,0.15,2.1,1.125,Till,Moraine,3,8,0.085671614
1312,2.45-1-20,5.6,6.9,6.25,Till,Moraine,3,8,0.072390709
1313,2.45-1-20,0.8,5.6,3.2,Till,Moraine,3,8,0.080052237
1314,2.45-1-22,1.5,6.1,3.8,Till,Moraine,3,8,0.078489952
1315,307-14-5,0.1,1.5,0.8,Till,Moraine,3,0,0.075141142
1316,307-7-5,1.1,2.3,1.7,Till,Moraine,3,0,0.072937155
1317,307-8-1,0.3,2,1.15,Till,Moraine,3,8,0.085601871
1318,307-8-6,0.2,2.6,1.4,Till,Moraine,3,8,0.084907218
1319,312-20,1.5,3,2.25,Till,Moraine,3,0,0.071619121
1320,312-27,1.5,3,2.25,Till,Moraine,2,0,0.19276529
1321,ENG.YARC03097-01//177_Pit (NTGS 11),2.4,5.5,3.95,Till,Moraine,3,8,0.078103674
1322,ENG.YARC03097-01//177_Pit (NTGS 11),0,2.4,1.2,Till,Moraine,3,0,0.074154297
1323,ENG.YARC03097-01//177_Pit (NTGS 11),5.5,6.3,5.9,Till,Moraine,3,8,0.073235063
1324,ENG.YARC03097-01//177_Pond (NTGS 12),6.3,10.1,8.2,Till,Moraine,2,8,0.183986118
1325,ENG.YARC03097-01//177_Pond (NTGS 12),1.2,3,2.1,Till,Moraine,2,45,0.361190169
1326,ENG.YARC03097-01//177_Pond (NTGS 12),4.9,6.3,5.6,Till,Moraine,2,8,0.198165216
1327,ENG.YARC03097-01//177_Pond (NTGS 12),4.6,4.9,4.75,Till,Moraine,2,0,0.179402839
1328,ENG.YARC03097-01//Gunghi BH-01,0,3,1.5,Till,Moraine,3,0,0.073421836
1329,ENG.YARC03097-01//Gunghi BH-01,3.8,7.9,5.85,Till,Moraine,3,8,0.073356407
1330,ENG.YARC03097-01//Gunghi BH-01,7.9,8.1,8,Till,Moraine,3,8,0.068299278
1331,ENG.YARC03097-01//Gunghi BH-01,3.1,3.8,3.45,Till,Moraine,3,0,0.068817758
1332,ENG.YARC03097-01//Gunghi BH-02,6,6.6,6.3,Till,Moraine,3,45,0.136869734
1333,ENG.YARC03097-01//Gunghi BH-02,0,3,1.5,Till,Moraine,3,0,0.073421836
1334,ENG.YARC03097-01//Gunghi BH-02,3,6,4.5,Till,Moraine,3,45,0.144570927
1335,ENG.YARC03097-01//Gunghi BH-02,9.9,12,10.95,Till,Moraine,3,8,0.061874026
1336,ENG.YARC03097-01//Gunghi BH-02,6.6,8.8,7.7,Till,Moraine,3,8,0.068985464
1337,ENG.YARC03097-01//Gunghi BH-02,8.8,9.9,9.35,Till,Moraine,3,8,0.065287314
1338,ENG.YARC03097-01//HUS_H (NTGS 7),2.4,5.7,4.05,Till,Moraine,3,8,0.077847103
1339,ENG.YARC03097-01//HUS_R (NTGS 9),5.4,10.1,7.75,Till,Moraine,3,8,0.068870668
1340,ENG.YARC03097-01//HUS_Slump (NTGS 17),0.5,2.1,1.3,Till,Moraine,2,8,0.223370596
1341,ENG.YARC03097-01//I401A_Upper (NTGS 16),0.5,1.2,0.85,Till,Moraine,3,8,0.086442123
1342,ENG.YARC03097-01//INU_H (NTGS 2),13.1,14.5,13.8,Till,Moraine,3,87,0.213378008
1343,ENG.YARC03097-01//INU_H (NTGS 2),8.5,10,9.25,Till,Moraine,3,45,0.124988034
1344,ENG.YARC03097-01//INU_H (NTGS 2),10,10.2,10.1,Till,Moraine,3,0,0.055017675
1345,ENG.YARC03097-01//INU_H (NTGS 2),15.5,19.2,17.35,Till,Moraine,3,87,0.193109763
1346,ENG.YARC03097-01//INU_H (NTGS 2),12.5,13.1,12.8,Till,Moraine,3,45,0.111857876
1347,ENG.YARC03097-01//INU_H (NTGS 2),10.6,12.5,11.55,Till,Moraine,3,0,0.05236663
1348,ENG.YARC03097-01//INU_H (NTGS 2),19.2,19.5,19.35,Till,Moraine,3,45,0.090737126
1349,ENG.YARC03097-01//INU_H (NTGS 2),14.5,15.5,15,Till,Moraine,3,45,0.104330709
1350,ENG.YARC03097-01//INU_H (NTGS 2),7.2,8.5,7.85,Till,Moraine,3,8,0.068641595
1351,ENG.YARC03097-01//INU_P (NTGS 1),6.4,6.8,6.6,Till,Moraine,3,87,0.259053174
1352,ENG.YARC03097-01//INU_P (NTGS 1),6.8,10.1,8.45,Till,Moraine,3,45,0.128121109
1353,ENG.YARC03097-01//INU_R (NTGS 3),3.8,8.5,6.15,Till,Moraine,3,8,0.072631053
1354,ENG.YARC03097-01//INU_R (NTGS 3),10,10.6,10.3,Till,Moraine,3,8,0.063240604
1355,ENG.YARC03097-01//INU_R (NTGS 3),3,3.8,3.4,Till,Moraine,3,45,0.1494501
1356,ENG.YARC03097-01//ITH-01,0,2.44,1.22,Till,Moraine,2,0,0.198484602
1357,ENG.YARC03097-01//ITH-02,0,0.9,0.45,Till,Moraine,2,0,0.202842183
1358,ENG.YARC03097-01//ITH-03,0,1,0.5,Till,Moraine,2,0,0.202557091
1359,ENG.YARC03097-01//ITH-04,2.1,2.44,2.27,Till,Moraine,2,0,0.192655476
1360,ENG.YARC03097-01//ITH-04,0,2.1,1.05,Till,Moraine,2,0,0.199440626
1361,ENG.YARC03097-01//ITH-05,0,1.65,0.825,Till,Moraine,2,0,0.200711213
1362,ENG.YARC03097-01//ITH-06,0,2.1,1.05,Till,Moraine,2,0,0.199440626
1363,ENG.YARC03097-01//ITH-07,0,2.1,1.05,Till,Moraine,2,0,0.199440626
1364,ENG.YARC03097-01//ITH-08,0,2.44,1.22,Till,Moraine,2,0,0.198484602
1365,ENG.YARC03097-01//ITH-09,0,1.5,0.75,Till,Moraine,3,0,0.075265325
1366,ENG.YARC03097-01//ITH-10,0,4.3,2.15,Till,Moraine,3,0,0.071857154
1367,ENG.YARC03097-01//ITH-11,0,1.52,0.76,Till,Moraine,2,0,0.201079387
1368,ENG.YARC03097-01//ITH-12,0.8,2.74,1.77,Till,Moraine,3,45,0.156925779
1369,ENG.YARC03097-01//ITH-12,0,0.8,0.4,Till,Moraine,3,0,0.076139782
1370,ENG.YARC03097-01//ITH-13,0,0.9,0.45,Till,Moraine,2,0,0.202842183
1371,ENG.YARC03097-01//ITH-14,0,1.21,0.605,Till,Moraine,2,0,0.201959362
1372,ENG.YARC03097-01//TUK_H (NTGS 10),0.2,1.2,0.7,Till,Moraine,2,45,0.372630728
1373,ENG.YARC03097-01//TUK_H (NTGS 10),1.2,1.5,1.35,Till,Moraine,2,45,0.367300521
1374,ENG.YARC03097-01//TVC_R (NTGS 6),1.5,2.4,1.95,Till,Moraine,3,0,0.072335361
1375,ENG.YARC03097-01//TVC_R (NTGS 6),2.4,3.9,3.15,Till,Moraine,3,8,0.080183676
1376,GSC1A - P2,0,1.2,0.6,Till,Moraine,2,0,0.201987796
1377,GSC1A - P3,0,0.2,0.1,Till,Moraine,2,8,0.230795511
1378,GSC1A - P3,0.2,0.9,0.55,Till,Moraine,2,0,0.202272295
1379,GSC3 - 29,0.3,3.4,1.85,Till,Moraine,2,0,0.194971496
1380,I401A - 49,1.1,2.6,1.85,Till,Moraine,2,0,0.194971496
1381,PW11 - 9,0,2.4,1.2,Till,Moraine,2,0,0.198596898
1382,PW9 - P4,3,3.8,3.4,Till,Moraine,2,8,0.210787064
1383,PW9 - P4,1.5,3,2.25,Till,Moraine,2,8,0.217613299
1384,PW9 - P5,0.2,1.8,1,Till,Moraine,2,0,0.199722461
1385,W14103137-AH117.8N,1.8,3.6,2.7,Till,Moraine,3,45,0.152624333
1386,W14103137-AH117.8N,0.1,1.8,0.95,Till,Moraine,3,8,0.086161228
1387,W14103137-CR17aN,2.8,4.4,3.6,Till,Moraine,3,8,0.079007653
1388,W14103137-CR17aN,2.2,2.8,2.5,Till,Moraine,3,45,0.153541234
1389,W14103137-CR21S,6,10.4,8.2,Till,Moraine,2,8,0.183986118
1390,W14103137-CR21S,3.7,5.7,4.7,Till,Moraine,2,45,0.340360684
1391,W14103137-CR21S,3.5,3.7,3.6,Till,Moraine,2,45,0.349103987
1392,W14103137-CR21S,3,3.5,3.25,Till,Moraine,2,8,0.211668546
1393,W14103137-CR30a1,1.55,5.2,3.375,Till,Moraine,2,0,0.18666143
1394,W14103137-CR30a2,0.9,3.2,2.05,Till,Moraine,2,0,0.193866032
1395,W14103137-CR30a4,0.3,3.7,2,Till,Moraine,3,0,0.072215541
1396,W14103137-CRA3S,4.6,8.2,6.4,Till,Moraine,3,0,0.062348044
1397,W14103137-CRA3S,3,4.6,3.8,Till,Moraine,3,87,0.278428486
1398,W14103137-CRA3S,2.6,3,2.8,Till,Moraine,3,45,0.152167549
1399,W14103137-S6-BH01,0.4,1.3,0.85,Till,Moraine,3,45,0.161276432
1400,W14103137-S6-BH01,0.2,0.4,0.3,Till,Moraine,3,8,0.088001631
1401,W14103137-S6-BH01,1.6,8.5,5.05,Till,Moraine,3,45,0.142180785
1402,W14103137-S6-BH01,1.3,1.6,1.45,Till,Moraine,3,8,0.084768891
1403,W14103137-S6-BH02,9.4,9.7,9.55,Till,Moraine,3,8,0.064851494
1404,W14103137-S6-BH02,1.2,2.3,1.75,Till,Moraine,3,8,0.083943133
1405,W14103137-S6-BH02,7.2,7.9,7.55,Till,Moraine,3,8,0.069330891
1406,W14103137-S6-BH02,0.15,1.2,0.675,Till,Moraine,3,45,0.162114823
1407,W14103137-S6-BH02,0.1,0.15,0.125,Till,Moraine,3,8,0.088503046
1408,W14103137-S6-BH02,6.1,6.7,6.4,Till,Moraine,3,8,0.072031538
1409,W14103137-S6-BH02,2.3,3.4,2.85,Till,Moraine,3,45,0.151939573
1410,W14103137-S6-BH02,7.9,8.2,8.05,Till,Moraine,3,45,0.129712288
1411,W14103137-S6-BH02,8.4,9.4,8.9,Till,Moraine,3,45,0.126350704
1412,W14103137-S6-BH02,9.7,10,9.85,Till,Moraine,3,45,0.122680947
1413,W14103137-S6-BH02,6.7,7.2,6.95,Till,Moraine,3,45,0.134173727
1414,W14103137-S6-BH02,5,6.1,5.55,Till,Moraine,3,45,0.140036277
1415,W14103137-S6-BH03,8.2,9.1,8.65,Till,Moraine,3,0,0.057791038
1416,W14103137-S6-BH03,0.1,1,0.55,Till,Moraine,3,8,0.087289695
1417,W14103137-S6-BH03,1.15,2.5,1.825,Till,Moraine,3,8,0.083737817
1418,W14103137-S6-BH03,2.5,2.8,2.65,Till,Moraine,3,45,0.152853141
1419,W14103137-S6-BH03,3.2,5.5,4.35,Till,Moraine,3,45,0.145228482
1420,W14103137-S6-BH03,9.1,10,9.55,Till,Moraine,3,45,0.12382994
1421,W14103137-S6-BH03,5.5,8.2,6.85,Till,Moraine,3,8,0.07096365
1422,W14103137-S6-BH03,1,1.15,1.075,Till,Moraine,3,45,0.160203595
1423,W14103137-S6-BH03,2.8,3.2,3,Till,Moraine,3,8,0.08057915
1424,W14103137-S6-BH04,0.5,0.5,0.5,Till,Moraine,3,45,0.162956687
1425,W14103137-S6-BH04,3.3,3.6,3.45,Till,Moraine,3,8,0.079397933
1426,W14103137-S6-BH04,3.9,4.8,4.35,Till,Moraine,3,45,0.145228482
1427,W14103137-S6-BH04,0.5,3.3,1.9,Till,Moraine,3,45,0.15631869
1428,W14103137-S6-BH04,4.8,5.4,5.1,Till,Moraine,3,0,0.065127778
1429,W14103137-S6-BH04,5.4,5.7,5.55,Till,Moraine,3,8,0.074088281
1430,W14103137-S6-BH04,6,9.3,7.65,Till,Moraine,3,8,0.069100433
1431,W14103137-S6-BH04,3.6,3.9,3.75,Till,Moraine,3,0,0.068133083
1432,W14103137-S6-BH04,5.7,6,5.85,Till,Moraine,3,45,0.138762454
1433,W14103137-S6-BH05,3.5,5.5,4.5,Till,Moraine,3,87,0.273502676
1434,W14103137-S6-BH05,2,2.8,2.4,Till,Moraine,3,8,0.082178539
1435,W14103137-S6-BH05,0.1,2,1.05,Till,Moraine,3,0,0.074522989
1436,W14103137-S6-BH05,2.8,3.5,3.15,Till,Moraine,3,0,0.069508653
1437,W14103137-S6-BH06,3.2,3.4,3.3,Till,Moraine,3,8,0.079789939
1438,W14103137-S6-BH06,1.6,1.9,1.75,Till,Moraine,3,8,0.083943133
1439,W14103137-S6-BH06,5.5,5.9,5.7,Till,Moraine,3,8,0.073721526
1440,W14103137-S6-BH06,0.1,1.6,0.85,Till,Moraine,3,45,0.161276432
1441,W14103137-S6-BH06,4,4.3,4.15,Till,Moraine,3,8,0.077591288
1442,W14103137-S6-BH06,4.8,4.9,4.85,Till,Moraine,3,8,0.075821606
1443,W14103137-S6-BH06,3.4,4,3.7,Till,Moraine,3,45,0.148106267
1444,W14103137-S6-BH06,5.9,8.5,7.2,Till,Moraine,3,45,0.133148659
1445,W14103137-S6-BH06,1.9,2.1,2,Till,Moraine,3,0,0.072215541
1446,W14103137-S6-BH06,8.5,10,9.25,Till,Moraine,3,0,0.056628297
1447,W14103137-S6-BH06,4.3,4.8,4.55,Till,Moraine,3,45,0.144352285
1448,W14103137-S6-BH06,4.9,5.5,5.2,Till,Moraine,3,45,0.141534607
1449,W14103137-S6-BH06,2.1,3.2,2.65,Till,Moraine,3,45,0.152853141
1450,W14103137-S6-BH08,6.1,7.3,6.7,Till,Moraine,3,45,0.13520537
1451,W14103137-S6-BH08,1.8,3.4,2.6,Till,Moraine,3,8,0.081642286
1452,W14103137-S6-BH08,7.3,7.6,7.45,Till,Moraine,3,0,0.060182173
1453,W14103137-S6-BH08,0.2,1.8,1,Till,Moraine,3,0,0.074646252
1454,W14103137-S6-BH08,3.4,5.8,4.6,Till,Moraine,3,0,0.066226543
1455,W14103137-S6-BH08,5.8,6.1,5.95,Till,Moraine,3,0,0.063297809
1456,W14103137-S6-BH08,7.6,10,8.8,Till,Moraine,3,0,0.057498325
1457,W14103137-S6-BH11,0.1,1.9,1,Till,Moraine,3,8,0.086021085
1458,W14103137-S6-BH11,1.9,2.4,2.15,Till,Moraine,3,8,0.082853274
1459,W14103137-S6-BH11,3.3,3.5,3.4,Till,Moraine,3,8,0.07952841
1460,W14103137-S6-BH11,3.5,3.9,3.7,Till,Moraine,3,45,0.148106267
1461,W14103137-S6-BH11,4.2,4.7,4.45,Till,Moraine,3,45,0.14478984
1462,W14103137-S6-BH11,2.4,2.8,2.6,Till,Moraine,3,0,0.070791602
1463,W14103137-S6-BH11,2.8,3.3,3.05,Till,Moraine,3,0,0.069740341
1464,W14103137-S6-BH11,4.7,5.8,5.25,Till,Moraine,3,0,0.064801391
1465,W14103137-S6-BH12,4.1,7.3,5.7,Till,Moraine,3,0,0.063831123
1466,W14103137-S6-BH12,1.9,2.7,2.3,Till,Moraine,3,45,0.154462587
1467,W14103137-S6-BH12,0.1,1.9,1,Till,Moraine,3,0,0.074646252
1468,W14103137-S6-BH12,3.4,4.1,3.75,Till,Moraine,3,0,0.068133083
1469,W14103137-S6-BH12,2.7,3.4,3.05,Till,Moraine,3,8,0.080447132
1470,W14103137-S6-BH12,7.3,9.1,8.2,Till,Moraine,3,8,0.06784526
1471,W14103137-S6-BH13,3.3,6.4,4.85,Till,Moraine,3,45,0.143046137
1472,W14103137-S6-BH13,3.1,3.3,3.2,Till,Moraine,3,8,0.080052237
1473,W14103137-S6-BH13,0.1,0.5,0.3,Till,Moraine,3,0,0.076391298
1474,W14103137-S6-BH13,1.3,1.6,1.45,Till,Moraine,3,8,0.084768891
1475,W14103137-S6-BH13,6.4,7.3,6.85,Till,Moraine,3,8,0.07096365
1476,W14103137-S6-BH13,7.3,8.3,7.8,Till,Moraine,3,45,0.130715179
1477,W14103137-S6-BH13,1.8,3.1,2.45,Till,Moraine,3,0,0.07114519
1478,W14103137-S6-BH13,1.6,1.8,1.7,Till,Moraine,3,0,0.072937155
1479,W14103137-S6-BH13,0.5,1.3,0.9,Till,Moraine,3,0,0.074893329
1480,W14103137-S6-BH15,0,2.7,1.35,Till,Moraine,3,0,0.073787248
1481,W14103137-S6-BH15,2.7,8.2,5.45,Till,Moraine,3,0,0.064368518
1482,W14103137-S6-BH15,8.2,9.1,8.65,Till,Moraine,3,0,0.057791038
1483,W14103137-S6-BH16,0.6,9.1,4.85,Till,Moraine,3,0,0.065675075
,170-1-17,2.3,4.6,3.45,ICE,Glaciolacustrine,2,NA,0
,170-1-18,2.3,4.3,3.3,ICE,Glaciolacustrine,3,NA,0
,170-1-35,0.3,5.3,2.8,ICE,Glaciolacustrine,1,NA,0
,170-1-37,3.5,5.8,4.65,ICE,Glaciolacustrine,2,NA,0
,170-1-4,0.6,7.2,3.9,ICE,Glaciolacustrine,3,NA,0
,170-1-5,0.5,2.4,1.45,ICE,Glaciolacustrine,1,NA,0
,172-2-7,4.3,4.9,4.6,ICE,Glaciolacustrine,3,NA,0
,174-18,3,6.1,4.55,ICE,Glaciolacustrine,2,NA,0
,174-18,0.1,1.5,0.8,ICE,Glaciolacustrine,2,NA,0
,174-22,2.4,6.1,4.25,ICE,Glaciolacustrine,3,NA,0
,174-22,0.5,1.5,1,ICE,Glaciolacustrine,3,NA,0
,174-36,1.7,3,2.35,ICE,Glaciolacustrine,3,NA,0
,177 South - 15,1.8,4.6,3.2,ICE,Glaciolacustrine,3,NA,0
,177 South - 3,1.5,4.3,2.9,ICE,Glaciolacustrine,3,NA,0
,177 South - 3,5,5.6,5.3,ICE,Glaciolacustrine,3,NA,0
,177 South - 5,2.2,3.1,2.65,ICE,Glaciolacustrine,2,NA,0
,177 South - 7,1.5,4.6,3.05,ICE,Glaciolacustrine,3,NA,0
,177 South - 8,1.5,4.3,2.9,ICE,Glaciolacustrine,3,NA,0
,19A-03,1.5,3,2.25,ICE,Glaciolacustrine,3,NA,0
,19A-05,4.3,7.6,5.95,ICE,Glaciolacustrine,2,NA,0
,19A-05,0,3.7,1.85,ICE,Glaciolacustrine,2,NA,0
,19A-06,1.5,4,2.75,ICE,Glaciolacustrine,3,NA,0
,19A-06,5,7.6,6.3,ICE,Glaciolacustrine,3,NA,0
,19A-06,0.1,0.8,0.45,ICE,Glaciolacustrine,3,NA,0
,19A-09,3.7,4.6,4.15,ICE,Glaciolacustrine,2,NA,0
,19A-10,4.6,5.2,4.9,ICE,Glaciolacustrine,2,NA,0
,19A-10,13,13.7,13.35,ICE,Glaciolacustrine,2,NA,0
,19A-11,3,6.1,4.55,ICE,Glaciolacustrine,2,NA,0
,2.45-1-3,2.4,3.8,3.1,ICE,Glaciolacustrine,3,NA,0
,2.45-1-6,4.3,5.3,4.8,ICE,Glaciolacustrine,3,NA,0
,2.45-1-7,2.7,3.8,3.25,ICE,Glaciolacustrine,3,NA,0
,2.45-1-8,2.4,3.8,3.1,ICE,Glaciolacustrine,3,NA,0
,307-14-1,1.5,2.4,1.95,ICE,Glaciolacustrine,3,NA,0
,307-7-1,0.8,1.8,1.3,ICE,Glaciolacustrine,2,NA,0
,307-7-1,2.7,5.3,4,ICE,Glaciolacustrine,2,NA,0
,307-7-10,0.2,2,1.1,ICE,Glaciolacustrine,3,NA,0
,307-7-11,0.2,6.7,3.45,ICE,Glaciolacustrine,1,NA,0
