"","Borehole.ID","Top.depth","Bottom.depth","Depth","Thickness","Material","Material.simplified","ASTM","Reinterpreted","Frozen","Visible.ice","Mid_VI","Cryostructures","VRM","Slope","Organic.cover..m.","Mineral.soil..logs..first.3.m.","Surficial.materials..Rampton.1987.map.","Holocene.deposits","Holocene.conf","Deposit.type","Deposit.type.conf","Notes","predicted_EI_beta"
"344","W14103137-AH18.15S",1.2,5.5,3.35,4.3,"Clay","Fine","","No","Yes","Medium to high",45,"","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.117409671159059
"345","W14103137-AH18.15S",0,1.2,0.6,1.2,"Clay","Fine","","No","Yes","High",87,"","Smooth","Undulating",0,"Clay","Hummocky","None",2,"Glaciolacustrine",3,"",0.24507875096653
"346","W14103137-AH48.9N",3.6,6.1,4.85,2.5,"Clay","Fine","","No","Yes","Medium to high",45,"","Smooth","Undulating",0.6,"Clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"",0.112068644534347
"347","W14103137-AH48.9S",1.5,6.1,3.8,4.6,"Clay","Fine","","No","Yes","Medium to high",45,"","Smooth","Undulating",1.5,"Clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"",0.115784597200736
"348","W14103137-CR15N",6.1,13.4,9.75,7.3,"Clay","Fine","","No","Yes","Medium to high",45,"Vr","Moderately rugged","Undulating",1.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.096078225095202
"349","W14103137-CR15N",1.2,6.1,3.65,4.9,"Clay","Fine","","No","Yes","Medium to high",45,"Vx/Vs","Moderately rugged","Undulating",1.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.116324104988758
"350","W14103137-CR15N",15.1,21,18.05,5.9,"Clay","Fine","","No","Yes","Medium to high",45,"Vr","Moderately rugged","Undulating",1.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0736052797796199
"351","W14103137-CR15N",13.4,15.1,14.25,1.7,"Clay","Fine","","No","Yes","Medium to high",45,"","Moderately rugged","Undulating",1.2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.0832220378379662
"352","W14103137-CR15S",2,4.3,3.15,2.3,"Clay","Fine","","No","Yes","Medium to high",45,"Vx","Moderately rugged","Flat",2,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"",0.118138252574661
"353","W14103137-CR17aS",15.7,21,18.35,5.3,"Clay","Fine","","No","Yes","Low",8,"Vx","Moderately rugged","Flat",2.4,"Silt","Hummocky","Organics",3,"Glaciolacustrine",2,"",0.106461629953554
"354","W14103137-CR17aS",15,15.7,15.35,0.7,"Clay","Fine","","No","Yes","Medium to high",45,"","Moderately rugged","Flat",2.4,"Silt","Hummocky","Organics",3,"Glaciolacustrine",2,"",0.210616626748173
"355","W14103137-CR18N",8.5,8.8,8.65,0.3,"Clay","Fine","","No","Yes","Low",8,"Vx","Moderately rugged","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0519550264158941
"356","W14103137-CR18N",4.3,5.8,5.05,1.5,"Clay","Fine","","No","Yes","Medium to high",45,"","Moderately rugged","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.111372768116178
"357","W14103137-CR18N",8.8,10.1,9.45,1.3,"Clay","Fine","","No","Yes","Medium to high",45,"","Moderately rugged","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0969955902915643
"358","W14103137-CR18N",6.25,8.5,7.375,2.25,"Clay","Fine","","No","Yes","High",87,"","Moderately rugged","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.203822950312619
"359","W14103137-CR18N",10.1,12.2,11.15,2.1,"Clay","Fine","","No","Yes","Low",8,"Vs","Moderately rugged","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0478033827214167
"360","W14103137-CR18N",3.7,4.3,4,0.6,"Clay","Fine","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0525225206808244
"361","W14103137-CR18N",5.8,6.25,6.025,0.45,"Clay","Fine","","No","Yes","Low",8,"Vx","Moderately rugged","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0566797287751022
"362","W14103137-CR18N",2.9,3.7,3.3,0.8,"Clay","Fine","","No","Yes","Medium to high",45,"Vx","Moderately rugged","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.117591450476086
"363","W14103137-CR18N",12.2,14.1,13.15,1.9,"Clay","Fine","","No","Yes","Medium to high",45,"","Moderately rugged","Undulating",1.8,"Silt","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0862122232081931
"364","W14103137-CR18S",3.4,5.6,4.5,2.2,"Clay","Fine","","No","Yes","Medium to high",45,"Vx","Rugged","Rolling",1.8,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.113295571163962
"365","W14103137-CR18S",6.1,7.2,6.65,1.1,"Clay","Fine","","No","Yes","Low",8,"Vs","Rugged","Rolling",1.8,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0555194259960887
"366","W14103137-CR18S",10.8,11.9,11.35,1.1,"Clay","Fine","","No","Yes","Medium to high",45,"Vx/Vs","Rugged","Rolling",1.8,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0913155182801499
"367","W14103137-CR18S",7.4,10.8,9.1,3.4,"Clay","Fine","","No","Yes","Medium to high",45,"","Rugged","Rolling",1.8,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0980757243553502
"368","W14103137-CR18S",1.8,3.1,2.45,1.3,"Clay","Fine","","No","Yes","Low",8,"Nbe","Rugged","Rolling",1.8,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0637658786848529
"369","W14103137-CR18S",5.6,6.1,5.85,0.5,"Clay","Fine","","No","Yes","Low",8,"Vx","Rugged","Rolling",1.8,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0570086763466027
"370","W14103137-CR18S",3.1,3.4,3.25,0.3,"Clay","Fine","","No","Yes","High",87,"","Rugged","Rolling",1.8,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.228298363021784
"371","W14103137-CR18S",7.2,7.4,7.3,0.2,"Clay","Fine","","No","Yes","Low",8,"Nbe","Rugged","Rolling",1.8,"Clay","Hummocky","Organics",3,"Glaciolacustrine",3,"By a stream",0.0543364501660749
"372","W14103137-CR21N",2.1,5.2,3.65,3.1,"Clay","Fine","","No","Yes","Medium to high",45,"Vx/Vr","Moderately rugged","Undulating",0,"Clay","Lacustrine","Organics",3,"Glaciolacustrine",3,"",0.116324104988758
"373","W14103137-CR21N",1.5,2.1,1.8,0.6,"Clay","Fine","","No","Yes","High",87,"","Moderately rugged","Undulating",0,"Clay","Lacustrine","Organics",3,"Glaciolacustrine",3,"",0.237378369782596
"374","W14103137-CR21N",6.1,6.3,6.2,0.2,"Clay","Fine","","No","Yes","Low",8,"Vs","Moderately rugged","Undulating",0,"Clay","Lacustrine","Organics",3,"Glaciolacustrine",3,"",0.0563525658469042
"375","W14103137-CR21N",5.2,5.9,5.55,0.7,"Clay","Fine","","No","Yes","Low",8,"Vx","Moderately rugged","Undulating",0,"Clay","Lacustrine","Organics",3,"Glaciolacustrine",3,"",0.0575767627046637
"376","W14103137-CR21N",5.9,6.1,6,0.2,"Clay","Fine","","No","Yes","Medium to high",45,"Vx","Moderately rugged","Undulating",0,"Clay","Lacustrine","Organics",3,"Glaciolacustrine",3,"",0.108118770580264
"377","W14103137-CR23aS",4,4.2,4.1,0.2,"Clay","Fine","","No","Yes","Medium to high",45,"Vx/Vr","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.283578426592751
"378","W14103137-CR23aS",0.4,0.6,0.5,0.2,"Clay","Fine","","No","Yes","Medium to high",45,"Vc","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.30990538638856
"379","W14103137-CR23aS",1.05,1.5,1.275,0.45,"Clay","Fine","","No","Yes","Low",8,"Vc","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.178177562120322
"380","W14103137-CR23aS",1.5,1.9,1.7,0.4,"Clay","Fine","","No","Yes","Medium to high",45,"Vs","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.300980225926481
"381","W14103137-CR23aS",2.4,3.1,2.75,0.7,"Clay","Fine","","No","Yes","Medium to high",45,"Vs","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.293292146290279
"382","W14103137-CR23aS",3.1,4,3.55,0.9,"Clay","Fine","","No","Yes","Low",8,"Vs","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.1667960305374
"383","W14103137-CR23aS",2,2.4,2.2,0.4,"Clay","Fine","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.152808063322893
"384","W14103137-CR23aS",1.9,2,1.95,0.1,"Clay","Fine","","No","Yes","Low",8,"Vr","Moderately rugged","Undulating",0.4,"Clay/sand","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.174738502775228
"385","W14103137-CR35aS",1.4,1.5,1.45,0.1,"Clay","Fine","","No","Yes","Medium to high",45,"Vx","Moderately rugged","Undulating",0.6,"Silt/clay/till","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"",0.124490500324656
"386","W14103137-CR35aS",2.1,2.6,2.35,0.5,"Clay","Fine","","No","Yes","Medium to high",45,"Vs","Moderately rugged","Undulating",0.6,"Silt/clay/till","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"",0.121091834955116
"387","W14103137-CR35aS",1.5,2.1,1.8,0.6,"Clay","Fine","","No","Yes","Low",8,"Vs","Moderately rugged","Undulating",0.6,"Silt/clay/till","Glaciolacustrine","Organics",3,"Glaciolacustrine",3,"",0.0651400045163133
"388","W14103137-CR3S",1.9,2.1,2,0.2,"Clay","Fine","","No","Yes","Medium to high",45,"Vx","Smooth","Rolling",0.5,"Clay","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.298771933031174
"389","W14103137-CR3S",2.6,3,2.8,0.4,"Clay","Fine","","No","Yes","Low",8,"Vs","Smooth","Rolling",0.5,"Clay","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.170482538500014
"390","W14103137-CR3S",3,3.75,3.375,0.75,"Clay","Fine","","No","Yes","Medium to high",45,"Vs","Smooth","Rolling",0.5,"Clay","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.28877087564052
"391","W14103137-CR3S",0.5,0.95,0.725,0.45,"Clay","Fine","","No","Yes","Medium to high",45,"Vx/Vs","Smooth","Rolling",0.5,"Clay","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.308220822766398
"392","W14103137-CR3S",10.8,13.85,12.325,3.05,"Clay","Fine","","No","Yes","No visible ice",0,"Nbn","Smooth","Rolling",0.5,"Clay","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.112272699331897
"393","W14103137-CR3S",0.95,1.7,1.325,0.75,"Clay","Fine","","No","Yes","Medium to high",45,"Vr","Smooth","Rolling",0.5,"Clay","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.303753612916523
"394","W14103137-CR3S",2.2,2.6,2.4,0.4,"Clay","Fine","","No","Yes","Medium to high",45,"Vs/Vr","Smooth","Rolling",0.5,"Clay","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.295842063663635
"395","W14103137-CR4N",4,5.2,4.6,1.2,"Clay","Fine","","No","Yes","Medium to high",45,"Vx/Vc","Smooth","Undulating",1.8,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.280030485831525
"396","W14103137-CR4N",13.4,15.1,14.25,1.7,"Clay","Fine","","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",1.8,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.105719922358619
"397","W14103137-CR4N",5.4,5.7,5.55,0.3,"Clay","Fine","","No","Yes","High",87,"","Smooth","Undulating",1.8,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.454655715156654
"398","W14103137-CR4N",5.2,5.4,5.3,0.2,"Clay","Fine","","No","Yes","Medium to high",45,"Vx","Smooth","Undulating",1.8,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.275109210442251
"399","W14103137-CR4N",9.5,9.7,9.6,0.2,"Clay","Fine","","No","Yes","Medium to high",45,"Vr","Smooth","Undulating",1.8,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.246082940680315
"400","W14103137-CR4S",5.2,7.1,6.15,1.9,"Clay","Fine","","No","Yes","Medium to high",45,"Vx","Smooth","Rolling",0.5,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.269206059347236
"401","W14103137-CR4S",9,11.8,10.4,2.8,"Clay","Fine","","No","Yes","Medium to high",45,"Vr","Smooth","Rolling",0.5,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.240916340266266
"402","W14103137-CR4S",11.8,11.9,11.85,0.1,"Clay","Fine","","No","Yes","No visible ice",0,"Nbn","Smooth","Rolling",0.5,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.113943292890584
"403","W14103137-CR4S",11.9,12.3,12.1,0.4,"Clay","Fine","","No","Yes","Medium to high",45,"Vs/Vr","Smooth","Rolling",0.5,"Silt","Alluvial","Organics",3,"Glaciolacustrine",2,"By a stream",0.230185266326946
"404","W14103137-CR8N",13.6,19.8,16.7,6.2,"Clay","Fine","","No","Yes","Low",8,"Vx","Rugged","Undulating",0.2,"Sand/silt","Hummocky","Organics",3,"Glaciolacustrine",1,"By a stream",0.278312578724472
"405","W14103137-CR8N",12.2,13.6,12.9,1.4,"Clay","Fine","","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",0.2,"Sand/silt","Hummocky","Organics",3,"Glaciolacustrine",1,"By a stream",0.470383054832329
"406","W14103137-CR8S",10.2,11.6,10.9,1.4,"Clay","Fine","","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",0.7,"Silt","Hummocky","Organics",3,"Glaciolacustrine",2,"By a stream, ice at the surface",0.237725045116368
"407","W14103137-CR8S",12.6,16,14.3,3.4,"Clay","Fine","","No","Yes","Medium to high",45,"Vx","Rugged","Undulating",0.7,"Silt","Hummocky","Organics",3,"Glaciolacustrine",2,"By a stream, ice at the surface",0.216802371492037
"408","W14103137-CR8S",12.5,12.6,12.55,0.1,"Clay","Fine","","No","Yes","High",87,"","Rugged","Undulating",0.7,"Silt","Hummocky","Organics",3,"Glaciolacustrine",2,"By a stream, ice at the surface",0.394770889746325
"409","W14103137-CRA3N",3,3.2,3.1,0.2,"Clay","Fine","","No","Yes","Medium to high",45,"Vs","Moderately rugged","Undulating",2.4,"Clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.118321008692354
"410","W14103137-CRA3N",2.55,3,2.775,0.45,"Clay","Fine","","No","Yes","No visible ice",0,"Nbn","Moderately rugged","Undulating",2.4,"Clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Within ice wedge polygons",0.0547013867572637
"411","W14103137-S6-BH09",4.5,10,7.25,5.5,"Clay","Fine","","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0.1,"Clay","Colluvial","Organics",3,"Glaciolacustrine",3,"Outide of LiDAR DEM range",0.0471327149099078
"412","W14103137-S6-BH09",0.1,4.5,2.3,4.4,"Clay","Fine","","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0.1,"Clay","Colluvial","Organics",3,"Glaciolacustrine",3,"Outide of LiDAR DEM range",0.0555689551308908
"413","W14103137-S6-BH14",0.5,3,1.75,2.5,"Clay","Fine","","No","Yes","No visible ice",0,"Nbn","Smooth","Undulating",0.1,"Silt/Clay","Colluvial","Organics",3,"Glaciolacustrine",2,"",0.15486176425147
"414","174-18",2.4,3,2.7,0.6,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"Nbn/Nf","Smooth","Undulating",0.1,"Clay/till","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.373437034128937
"415","174-37",4.1,5.3,4.7,1.2,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nf","Moderately rugged","Undulating",0.1,"Silt/till","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.216084570135594
"416","174-37",1.5,4.1,2.8,2.6,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"Nbe","Moderately rugged","Undulating",0.1,"Silt/till","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.372617043000235
"417","174-39",1.7,6.1,3.9,4.4,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"Vx","Moderately rugged","Undulating",0.1,"Clay/till","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.363646342396632
"418","174-39",1,1.7,1.35,0.7,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"Nf","Moderately rugged","Undulating",0.1,"Clay/till","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.384576488780171
"419","174-53",4.6,10.7,7.65,6.1,"Coarse till","Coarse","SW","No","Yes","Low",8,"Nf","Moderately rugged","Rolling",0.1,"Clay/gravel","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"",0.199079053378747
"420","174-60",0.5,1.5,1,1,"Coarse till","Coarse","SP","No","Yes","Low",8,"Vx/Nf","Moderately rugged","Undulating",0.1,"Silt/till","Glaciofluvial (ice-contact)","Organics",2,"Glaciolacustrine",2,"Within ice wedge polygons",0.238865978291854
"421","174-60",3.3,4.6,3.95,1.3,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nf","Moderately rugged","Undulating",0.1,"Silt/till","Glaciofluvial (ice-contact)","Organics",2,"Glaciolacustrine",2,"Within ice wedge polygons",0.2205720618341
"422","174-60",6.1,10.7,8.4,4.6,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nf","Moderately rugged","Undulating",0.1,"Silt/till","Glaciofluvial (ice-contact)","Organics",2,"Glaciolacustrine",2,"Within ice wedge polygons",0.19491947963484
"423","19A-06",4,5,4.5,1,"Coarse till","Coarse","SW-SM","No","Yes","No visible ice",0,"Nf","Smooth","Undulating",0.1,"Clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons",0.0724334593391691
"424","307-12-3",7.3,8.4,7.85,1.1,"Coarse till","Coarse","GW-GM","Yes","Yes","No visible ice",0,"Nf","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.174993543778704
"425","307-12-3",2.4,4.6,3.5,2.2,"Coarse till","Coarse","SP-SM","No","Yes","No visible ice",0,"Nf","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.198113300419314
"426","307-12-3",6.1,7.3,6.7,1.2,"Coarse till","Coarse","SW-SM","No","Yes","No visible ice",0,"Nf","Moderately rugged","Rolling",0,"Silt/till","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",2,"Near ice wedge polygons and thermokarst lakes",0.180891023512911
"427","307-7-10",4.1,9.4,6.75,5.3,"Coarse till","Coarse","GP","Yes","Yes","No visible ice",0,"","Smooth","Undulating",0.2,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0673088307956384
"428","307-8-7",4.6,10,7.3,5.4,"Coarse till","Coarse","SP-SM","Yes","Yes","Low",8,"Vx","Smooth","Flat",0.2,"Silt","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0761041668597176
"429","307-8-8",4,7.9,5.95,3.9,"Coarse till","Coarse","SW-GC","Yes","Yes","No visible ice",0,"Nf","Smooth","Flat",0,"Silt","Glaciofluvial (ice-contact)","None",2,"Glaciolacustrine",3,"Near ice wedge polygons and thermokarst lakes",0.0690911859060094
"430","309-03",4.6,5.5,5.05,0.9,"Coarse till","Coarse","SP-SM","No","Yes","Medium to high",45,"Vx/Nbn","Rugged","Rolling",0.1,"Silt/clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.354368304104208
"431","309-03",7.6,9.1,8.35,1.5,"Coarse till","Coarse","SP-SM","No","Yes","Low",8,"Nf","Rugged","Rolling",0.1,"Silt/clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.195194723055826
"432","309-03",3,4.6,3.8,1.6,"Coarse till","Coarse","SW","No","Yes","Medium to high",45,"Vx/Nbn","Rugged","Rolling",0.1,"Silt/clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.364458060358234
"433","309-03",5.9,7.2,6.55,1.3,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nf","Rugged","Rolling",0.1,"Silt/clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.205299811352924
"434","309-03",9.1,10.7,9.9,1.6,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nf","Rugged","Rolling",0.1,"Silt/clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.186798755516693
"435","309-11",5.8,7.6,6.7,1.8,"Coarse till","Coarse","SP","No","Yes","Medium to high",45,"","Moderately rugged","Moderately steep",0.1,"Silt/clay","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.341246902898414
"436","309-22",5.8,7.6,6.7,1.8,"Coarse till","Coarse","SW","No","Yes","Low",8,"Nbn/Nf","Smooth","Undulating",0.1,"Silt/gravel","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.204443109483509
"437","309-22",7.6,10.7,9.15,3.1,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nbn/Nf","Smooth","Undulating",0.1,"Silt/gravel","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.190826109213704
"438","309-25",9.1,10.4,9.75,1.3,"Coarse till","Coarse","SW","No","Yes","Medium to high",45,"Nbe","Moderately rugged","Rolling",0.2,"Silt/gravel","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.31763157946086
"439","309-38",0.6,1.5,1.05,0.9,"Coarse till","Coarse","SP","No","Yes","Low",8,"Nf","Moderately rugged","Undulating",0.1,"Clay/till","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.238547406936477
"440","309-51",3,5.8,4.4,2.8,"Coarse till","Coarse","SP-SM","No","Yes","No visible ice",0,"","Smooth","Undulating",0.6,"Clay/sand","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.193148107240641
"441","309-51",5.8,6.6,6.2,0.8,"Coarse till","Coarse","SP-SM","No","Yes","Medium to high",45,"","Smooth","Undulating",0.6,"Clay/sand","Glaciofluvial (ice-contact)","Organics",3,"Glaciolacustrine",2,"Near thermokarst lakes",0.345198573411455
"442","312-01",4.6,5,4.8,0.4,"Coarse till","Coarse","SW-SM","No","Yes","Medium to high",45,"Nbn","Moderately rugged","Undulating",0.2,"Silt/gravel","Alluvial","Organics",3,"Glaciolacustrine",2,"Near braided river system",0.356376249160287
