Borehole.ID,Top.depth,Bottom.depth,Depth,Thickness,Material,Material.simplified,ASTM,Reinterpreted,Frozen,Visible.ice,Mid_VI,Cryostructures,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
309-41,3,4.6,3.8,1.6,Gravel,Coarse,GW-GM,No,Yes,No visible ice,0,Nf,Moderately rugged,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
312-15,2.4,3,2.7,0.6,Gravel,Coarse,GW,No,Yes,Low,8,Nf,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
ENG.YARC03097-01//HUS_H (NTGS 7),17.6,20.1,18.85,2.5,Gravel,Coarse,GP,No,Yes,High,87,,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
ENG.YARC03097-01//HUS_H (NTGS 7),5.7,7,6.35,1.3,Gravel,Coarse,GP,No,Yes,High,87,,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
ENG.YARC03097-01//HUS_Slump (NTGS 17),8.5,9.1,8.8,0.6,Gravel,Coarse,GP,No,Yes,Low,8,Vx,Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
ENG.YARC03097-01//HUS_Slump (NTGS 17),3.3,3.6,3.45,0.3,Gravel,Coarse,GP,No,Yes,High,87,,Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
174-07,0,0.1,0.05,0.1,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0.1,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
307-7-4,0,0.6,0.3,0.6,Organics,Organics,ORGANICS,No,Yes,Low,8,Vx,Smooth,Rolling,0.6,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
309-41,0.2,0.6,0.4,0.5,Organics,Organics,ORGANICS,No,Yes,No visible ice,0,Nf,Moderately rugged,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
312-07a,0.2,0.6,0.4,0.5,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vx,Smooth,Undulating,0.2,Till,Alluvial,Organics,3,Moraine,2,
312-27,1.2,1.5,1.35,0.3,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vx/Vc,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
312-27,0.9,1.1,1,0.2,Organics,Organics,ORGANICS,No,Yes,Low,8,Nbe,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
312-27,0.6,0.9,0.75,0.3,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vx/Nbe,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
312-27,1.1,1.2,1.15,0.1,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vx,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
312-27,0.2,0.6,0.4,0.5,Organics,Organics,ORGANICS,No,Yes,No visible ice,0,Nf,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
ENG.YARC03097-01//177_Pond (NTGS 12),0.9,1.2,1.05,0.3,Organics,Organics,PEAT,No,Yes,No visible ice,0,,Smooth,Undulating,1.5,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Within ice wedge polygons
ENG.YARC03097-01//177_Pond (NTGS 12),0.2,0.9,0.55,0.7,Organics,Organics,PEAT,No,Yes,No visible ice,0,,Smooth,Undulating,1.5,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Within ice wedge polygons
ENG.YARC03097-01//177_Pond (NTGS 12),0,0.2,0.1,0.2,Organics,Organics,PEAT,No,Yes,No visible ice,0,,Smooth,Undulating,1.5,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Within ice wedge polygons
ENG.YARC03097-01//Gunghi BH-01,3,3.1,3.05,0.1,Organics,Organics,ORGANICS,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
ENG.YARC03097-01//HUS_H (NTGS 7),0,0.1,0.05,0.1,Organics,Organics,ORGANICS,No,Yes,Low,8,Vx,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
ENG.YARC03097-01//HUS_H (NTGS 7),0.4,0.9,0.65,0.5,Organics,Organics,PEAT,No,Yes,Medium to high,45,,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
ENG.YARC03097-01//HUS_H (NTGS 7),0.1,0.4,0.25,0.3,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
ENG.YARC03097-01//HUS_R (NTGS 9),1.8,4,2.9,2.2,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vx,Smooth,Undulating,5.5,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_R (NTGS 9),1.2,1.8,1.5,0.6,Organics,Organics,ORGANICS,No,Yes,Low,8,Vr,Smooth,Undulating,5.5,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_R (NTGS 9),4,5.4,4.7,1.4,Organics,Organics,PEAT,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,5.5,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_R (NTGS 9),0,1.2,0.6,1.2,Organics,Organics,ORGANICS,No,Yes,Low,8,Vx,Smooth,Undulating,5.5,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_Slump (NTGS 17),0,0.5,0.25,0.5,Organics,Organics,ORGANICS,No,Yes,Low,8,Vx,Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
ENG.YARC03097-01//INU_H (NTGS 2),0.2,1.5,0.85,1.3,Organics,Organics,PEAT,No,Yes,Low,8,Vx,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
ENG.YARC03097-01//INU_P (NTGS 1),0.2,2.2,1.2,2,Organics,Organics,PEAT,No,Yes,Low,8,,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
ENG.YARC03097-01//INU_P (NTGS 1),2.8,3,2.9,0.2,Organics,Organics,PEAT,No,Yes,Low,8,,Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
ENG.YARC03097-01//INU_R (NTGS 3),0,0.8,0.4,0.8,Organics,Organics,PEAT,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
ENG.YARC03097-01//INU_R (NTGS 3),0.8,2.8,1.8,2,Organics,Organics,PEAT,No,Yes,High,87,,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
ENG.YARC03097-01//INU_R (NTGS 3),8.5,10,9.25,1.5,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vx,Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
ENG.YARC03097-01//ITH-09,1.5,2,1.75,0.5,Organics,Organics,PEAT,No,Yes,No visible ice,0,,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
ENG.YARC03097-01//ITH-10,4.6,5,4.8,0.4,Organics,Organics,ORGANICS,No,Yes,No visible ice,0,,Moderately rugged,Moderately steep,0,Till,Alluvial,None,2,Moraine,3,
ENG.YARC03097-01//ITH-12,2.74,3.05,2.895,0.31,Organics,Organics,PEAT,No,Yes,Medium to high,45,,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
ENG.YARC03097-01//TUK_H (NTGS 10),0,0.2,0.1,0.2,Organics,Organics,ORGANICS,No,Yes,No visible ice,0,,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
ENG.YARC03097-01//TVC_R (NTGS 6),0,0.9,0.45,0.9,Organics,Organics,PEAT,No,Yes,Low,8,Vx,Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
ENG.YARC03097-01//TVC_R (NTGS 6),1,1.5,1.25,0.5,Organics,Organics,PEAT,No,Yes,No visible ice,0,,Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
GSC4 - 15,0,0.2,0.1,0.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
GSC4 - 15,0.2,1.5,0.85,1.3,Organics,Organics,PEAT,No,Yes,Medium to high,45,,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
W14103137-CR17aN,0.9,1.2,1.05,0.3,Organics,Organics,PEAT,No,Yes,High,87,,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,
W14103137-CR17aN,0.1,0.9,0.5,0.8,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,Vr,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,
W14103137-CR17aN,1.2,2.2,1.7,1,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,
W14103137-CR21S,1,1.2,1.1,0.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,
W14103137-CR21S,1.2,3,2.1,1.8,Organics,Organics,PEAT,No,Yes,High,87,,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,
W14103137-CR21S,0,1,0.5,1,Organics,Organics,PEAT,No,Yes,High,87,,Moderately rugged,Undulating,3,Till,Lacustrine,Organics,3,Moraine,2,
W14103137-CR30a4,0,0.3,0.15,0.3,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river
W14103137-CRA3S,0.5,2.6,1.55,2.1,Organics,Organics,PEAT,No,Yes,Medium to high,45,,Smooth,Flat,2.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Within ice wedge polygons
170-1-12,2.4,5.5,3.95,3.1,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Smooth,Flat,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
170-1-2,2.4,4.1,3.25,1.7,Sand,Coarse,SM-SC,No,Yes,Low,8,Vc/Vs,Smooth,Rolling,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
170-1-29,1.5,2.4,1.95,0.9,Sand,Coarse,SM-SC,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
170-1-8,2.3,5.8,4.05,3.5,Sand,Coarse,SM,No,Yes,Low,8,Vs,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
174-02,1.8,3.5,2.65,1.7,Sand,Coarse,SM,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.1,Silt/till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,1,Near ice wedge polygons and thermokarst lakes
174-54,0.6,1,0.8,0.4,Sand,Coarse,SC,No,Yes,Low,8,Vx,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,
307-7-5,2.3,2.6,2.45,0.3,Sand,Coarse,SM,No,Yes,No visible ice,0,,Smooth,Flat,0.1,Till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
312-15,1.5,2.4,1.95,0.9,Sand,Coarse,SC,No,Yes,Medium to high,45,Nbn,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
312-20,4,6.1,5.05,2.1,Sand,Coarse,SM,No,Yes,Low,8,Vc/Nf,Smooth,Flat,0.2,Till,Alluvial,Organics,3,Moraine,3,Near braided river system
312-20,3,4,3.5,1,Sand,Coarse,SC,No,Yes,No visible ice,0,Nf/Nbn,Smooth,Flat,0.2,Till,Alluvial,Organics,3,Moraine,3,Near braided river system
312-22,5,6.1,5.55,1.1,Sand,Coarse,SC,No,Yes,Medium to high,45,,Smooth,Undulating,0.1,Till,Alluvial,Organics,3,Moraine,3,Near braided river system
ENG.YARC03097-01//HUS_Slump (NTGS 17),9.1,10.5,9.8,1.4,Sand,Coarse,SP,No,Yes,High,87,,Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
ENG.YARC03097-01//I401A_Upper (NTGS 16),0,0.5,0.25,0.5,Sand,Coarse,SP,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,3,Reworked rolling hills
ENG.YARC03097-01//TUK_H (NTGS 10),4.6,5.4,5,0.8,Sand,Coarse,SP,No,Yes,High,87,,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
ENG.YARC03097-01//TUK_H (NTGS 10),5.4,5.6,5.5,0.2,Sand,Coarse,SP,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
GSC1A - P2,1.2,2.1,1.65,0.9,Sand,Coarse,SC,No,Yes,No visible ice,0,Nbn/Nf,Smooth,Rolling,0,Till/sand,Hummocky,None,2,Moraine,2,
I401A - 13,3.4,4.7,4.05,1.3,Sand,Coarse,SC,No,Yes,No visible ice,0,Nbn/Nf,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
I401A - 13,4.7,11.9,8.3,7.2,Sand,Coarse,SC,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
I401A - 49,0,1.1,0.55,1.1,Sand,Coarse,SC,No,Yes,No visible ice,0,Nf,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
I401A - 49,2.6,4.1,3.35,1.5,Sand,Coarse,SC,No,Yes,Low,8,Vx/Nbn,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
I401A - P3,0,2.1,1.05,2.1,Sand,Coarse,SM,No,Yes,No visible ice,0,Nf,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
I401A - P3,3.7,8.2,5.95,4.6,Sand,Coarse,SC-SM,No,Yes,No visible ice,0,Nf,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
I401A - P3,8.2,9.3,8.75,1.1,Sand,Coarse,SC-SM,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
I401A - P9,7.5,7.6,7.55,0.1,Sand,Coarse,SC-SM,No,Yes,Low,8,Vx,Rugged,Undulating,0,Till,Colluvial,Colluvial,1,Moraine,3,
I401A - P9,6.7,7.5,7.1,0.8,Sand,Coarse,SC-SM,No,Yes,No visible ice,0,Nf,Rugged,Undulating,0,Till,Colluvial,Colluvial,1,Moraine,3,
PW10 - 33,1.5,2.7,2.1,1.2,Sand,Coarse,SC,No,Yes,Low,8,Vx,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,
PW10 - P5,3.1,4,3.55,0.9,Sand,Coarse,SC,No,Yes,Low,8,Nbe,Smooth,Undulating,0,Sand/till,Hummocky,Colluvial,2,Moraine,2,
PW10 - P5,0,1.5,0.75,1.5,Sand,Coarse,SC,No,Yes,Low,8,Nbe,Smooth,Undulating,0,Sand/till,Hummocky,Colluvial,2,Moraine,2,
W14103137-AH117.8N,3.6,6.1,4.85,2.5,Sand,Coarse,,No,Yes,Medium to high,45,,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
W14103137-CR30a1,5.9,21,13.45,15.1,Sand,Coarse,,No,Yes,Low,8,Nbe,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a1,0,1.35,0.675,1.35,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a1,5.2,5.9,5.55,0.7,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Sand/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a2,6.7,12.7,9.7,6,Sand,Coarse,,No,Yes,Low,8,Vx,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a2,15.2,16.1,15.65,0.9,Sand,Coarse,,No,Yes,Low,8,Vc,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a2,4.3,4.4,4.35,0.1,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a2,4.4,6.7,5.55,2.3,Sand,Coarse,,No,Yes,Low,8,,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a2,14.9,15.2,15.05,0.3,Sand,Coarse,,No,Yes,No visible ice,0,,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a2,12.7,13.4,13.05,0.7,Sand,Coarse,,No,Yes,Medium to high,45,Vr/Nbn,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a2,16.1,20.1,18.1,4,Sand,Coarse,,No,Yes,Low,8,Vx,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a2,20.1,20.7,20.4,0.6,Sand,Coarse,,No,Yes,Medium to high,45,Vx,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
W14103137-CR30a4,12.1,21,16.55,8.9,Sand,Coarse,,No,Yes,Low,8,Nbe,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river
W14103137-CR30a4,10.3,12.1,11.2,1.8,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river
W14103137-CR30a4,5.8,9.65,7.725,3.85,Sand,Coarse,,No,Yes,Low,8,Vx,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river
W14103137-CRA3S,16.5,21.3,18.9,4.8,Sand,Coarse,,No,Yes,Low,8,Nbe,Smooth,Flat,2.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Within ice wedge polygons
W14103137-CRA3S,8.2,12.2,10.2,4,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Smooth,Flat,2.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Within ice wedge polygons
W14103137-CRA3S,12.2,13.4,12.8,1.2,Sand,Coarse,,No,Yes,Low,8,Vx,Smooth,Flat,2.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Within ice wedge polygons
W14103137-CRA3S,13.4,15.8,14.6,2.4,Sand,Coarse,,No,Yes,Low,8,Nbe,Smooth,Flat,2.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Within ice wedge polygons
W14103137-S6-BH01,8.5,9.3,8.9,0.8,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0.2,Till,Colluvial,Organics,3,Moraine,3,
W14103137-S6-BH02,3.4,5,4.2,1.6,Sand,Coarse,,No,Yes,Low,8,Vx,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
W14103137-S6-BH13,8.3,9.1,8.7,0.8,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
172-2-1,4.3,5.8,5.05,1.5,Silt,Fine,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,Till/silt,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
172-2-1,2.3,4.3,3.3,2,Silt,Fine,,No,Yes,Low,8,,Smooth,Undulating,0,Till/silt,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
172-2-5,4.3,4.9,4.6,0.6,Silt,Fine,,No,Yes,No visible ice,0,Nbn,Smooth,Flat,0,Till/silt,Glaciolacustrine,None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
172-2-5,2.3,4.3,3.3,2,Silt,Fine,,No,Yes,Low,8,,Smooth,Flat,0,Till/silt,Glaciolacustrine,None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
174-02,0.1,0.3,0.2,0.2,Silt,Fine,ML,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0.1,Silt/till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,1,Near ice wedge polygons and thermokarst lakes
174-09,0.1,0.6,0.35,0.6,Silt,Fine,ML,No,Yes,Low,8,Vx,Moderately rugged,Rolling,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
174-54,0.2,0.6,0.4,0.5,Silt,Fine,ML,No,Yes,No visible ice,0,Nf,Rugged,Rolling,0.2,Silt/sand/till,Glaciofluvial (ice-contact),Organics,3,Moraine,1,
2.45-1-1,2.7,4,3.35,1.3,Silt,Fine,,No,Yes,Low,8,Vx,Rugged,Undulating,0,Silt/till,Hummocky,Colluvial,2,Moraine,3,Near a river and thermokarst lakes
2.45-1-1,4.6,6.1,5.35,1.5,Silt,Fine,,No,Yes,Low,8,Vx,Rugged,Undulating,0,Silt/till,Hummocky,Colluvial,2,Moraine,3,Near a river and thermokarst lakes
2.45-1-16,2.1,5.6,3.85,3.5,Silt,Fine,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0.15,Till/silt,Hummocky,Organics,3,Moraine,3,Near a river and thermokarst lakes
2.45-1-20,0,0.8,0.4,0.8,Silt,Fine,,No,Yes,Low,8,Vx,Smooth,Flat,0,Silt/till,Hummocky,Colluvial,2,Moraine,3,Near a river and thermokarst lakes
307-14-2,0.1,0.8,0.45,0.7,Silt,Fine,ML,No,Yes,Low,8,Vx,Smooth,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
307-7-4,0.6,1.2,0.9,0.6,Silt,Fine,ML,Yes,Yes,Low,8,Vx,Smooth,Rolling,0.6,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
307-8-9,1.1,1.5,1.3,0.4,Silt,Fine,ML,No,Yes,Low,8,Vx,Smooth,Undulating,0.2,Till/silt,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
312-15,3,4,3.5,1,Silt,Fine,ML,No,Yes,Medium to high,45,Nbn/Nbe,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
312-27,3,6.1,4.55,3.1,Silt,Fine,ML,No,Yes,No visible ice,0,Nf/Nbn,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
325-1-36,5.5,7,6.25,1.5,Silt,Fine,ML,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Till,Glaciofluvial (outwash),None,2,Moraine,3,
ENG.YARC03097-01//Gunghi BH-02,18.3,20.4,19.35,2.1,Silt,Fine,ML,No,Yes,Low,8,Nbe,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
ENG.YARC03097-01//HUS_Slump (NTGS 17),2.5,3.3,2.9,0.8,Silt,Fine,ML,No,Yes,High,87,,Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
ENG.YARC03097-01//INU_H (NTGS 2),19.5,20.7,20.1,1.2,Silt,Fine,ML-CL,No,Yes,Medium to high,45,,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
ENG.YARC03097-01//ITH-01,2.44,2.6,2.52,0.16,Silt,Fine,ML,No,Yes,No visible ice,0,,Smooth,Undulating,0,Till/clay,Hummocky,None,2,Moraine,2,
ENG.YARC03097-01//ITH-01,3.35,4,3.675,0.65,Silt,Fine,ML,No,Yes,Medium to high,45,,Smooth,Undulating,0,Till/clay,Hummocky,None,2,Moraine,2,
ENG.YARC03097-01//ITH-03,1,2.3,1.65,1.3,Silt,Fine,ML,No,Yes,Medium to high,45,,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
ENG.YARC03097-01//ITH-04,2.44,3,2.72,0.56,Silt,Fine,ML,No,Yes,Low,8,,Moderately rugged,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
ENG.YARC03097-01//ITH-05,1.65,2.7,2.175,1.05,Silt,Fine,ML,No,Yes,No visible ice,0,,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
ENG.YARC03097-01//ITH-05,2.7,3.66,3.18,0.96,Silt,Fine,ML,No,Yes,Low,8,Vx,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
ENG.YARC03097-01//ITH-06,3.35,3.75,3.55,0.4,Silt,Fine,ML,No,Yes,Low,8,Vx,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
ENG.YARC03097-01//ITH-06,3,3.35,3.175,0.35,Silt,Fine,ML,No,Yes,Low,8,"Vx, Vs",Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
ENG.YARC03097-01//ITH-06,3.95,4.2,4.075,0.25,Silt,Fine,ML,No,Yes,Low,8,Vs,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
ENG.YARC03097-01//ITH-06,2.1,3,2.55,0.9,Silt,Fine,ML,No,Yes,Medium to high,45,,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
ENG.YARC03097-01//ITH-07,2.1,2.7,2.4,0.6,Silt,Fine,ML,No,Yes,Low,8,Vx,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
