Borehole.ID,Top.depth,Bottom.depth,Depth,Thickness,Material,Material.simplified,ASTM,Reinterpreted,Frozen,Visible.ice,Mid_VI,Cryostructures,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
W14103137-S6-BH09,0.1,4.5,2.3,4.4,Clay,Fine,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Outide of LiDAR DEM range
W14103137-S6-BH14,0.5,3,1.75,2.5,Clay,Fine,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0.1,Silt/Clay,Colluvial,Organics,3,Glaciolacustrine,2,
174-18,2.4,3,2.7,0.6,Coarse till,Coarse,SP,No,Yes,Medium to high,45,Nbn/Nf,Smooth,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
174-37,4.1,5.3,4.7,1.2,Coarse till,Coarse,SP,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
174-37,1.5,4.1,2.8,2.6,Coarse till,Coarse,SP,No,Yes,Medium to high,45,Nbe,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
174-39,1.7,6.1,3.9,4.4,Coarse till,Coarse,SP,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
174-39,1,1.7,1.35,0.7,Coarse till,Coarse,SP,No,Yes,Medium to high,45,Nf,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
174-53,4.6,10.7,7.65,6.1,Coarse till,Coarse,SW,No,Yes,Low,8,Nf,Moderately rugged,Rolling,0.1,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,
174-60,0.5,1.5,1,1,Coarse till,Coarse,SP,No,Yes,Low,8,Vx/Nf,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons
174-60,3.3,4.6,3.95,1.3,Coarse till,Coarse,SP,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons
174-60,6.1,10.7,8.4,4.6,Coarse till,Coarse,SP,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,2,Glaciolacustrine,2,Within ice wedge polygons
19A-06,4,5,4.5,1,Coarse till,Coarse,SW-SM,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
307-12-3,7.3,8.4,7.85,1.1,Coarse till,Coarse,GW-GM,Yes,Yes,No visible ice,0,Nf,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
307-12-3,2.4,4.6,3.5,2.2,Coarse till,Coarse,SP-SM,No,Yes,No visible ice,0,Nf,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
307-12-3,6.1,7.3,6.7,1.2,Coarse till,Coarse,SW-SM,No,Yes,No visible ice,0,Nf,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
307-7-10,4.1,9.4,6.75,5.3,Coarse till,Coarse,GP,Yes,Yes,No visible ice,0,,Smooth,Undulating,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
307-8-7,4.6,10,7.3,5.4,Coarse till,Coarse,SP-SM,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
307-8-8,4,7.9,5.95,3.9,Coarse till,Coarse,SW-GC,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
309-03,4.6,5.5,5.05,0.9,Coarse till,Coarse,SP-SM,No,Yes,Medium to high,45,Vx/Nbn,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-03,7.6,9.1,8.35,1.5,Coarse till,Coarse,SP-SM,No,Yes,Low,8,Nf,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-03,3,4.6,3.8,1.6,Coarse till,Coarse,SW,No,Yes,Medium to high,45,Vx/Nbn,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-03,5.9,7.2,6.55,1.3,Coarse till,Coarse,SP,No,Yes,Low,8,Nf,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-03,9.1,10.7,9.9,1.6,Coarse till,Coarse,SP,No,Yes,Low,8,Nf,Rugged,Rolling,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-11,5.8,7.6,6.7,1.8,Coarse till,Coarse,SP,No,Yes,Medium to high,45,,Moderately rugged,Moderately steep,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-22,5.8,7.6,6.7,1.8,Coarse till,Coarse,SW,No,Yes,Low,8,Nbn/Nf,Smooth,Undulating,0.1,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-22,7.6,10.7,9.15,3.1,Coarse till,Coarse,SP,No,Yes,Low,8,Nbn/Nf,Smooth,Undulating,0.1,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-25,9.1,10.4,9.75,1.3,Coarse till,Coarse,SW,No,Yes,Medium to high,45,Nbe,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-38,0.6,1.5,1.05,0.9,Coarse till,Coarse,SP,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-51,3,5.8,4.4,2.8,Coarse till,Coarse,SP-SM,No,Yes,No visible ice,0,,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-51,5.8,6.6,6.2,0.8,Coarse till,Coarse,SP-SM,No,Yes,Medium to high,45,,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
312-01,4.6,5,4.8,0.4,Coarse till,Coarse,SW-SM,No,Yes,Medium to high,45,Nbn,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
312-12,5.8,6.1,5.95,0.3,Coarse till,Coarse,SP-SM,No,Yes,No visible ice,0,Nf,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
312-16,6.7,7.6,7.15,0.9,Coarse till,Coarse,SP,No,Yes,Medium to high,45,Vx/Nbn,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
312-16,7.6,8,7.8,0.4,Coarse till,Coarse,SP,No,Yes,Medium to high,45,,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
312-16,1.2,2.4,1.8,1.2,Coarse till,Coarse,SW-SM,No,Yes,Medium to high,45,,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
312-16,8,9.1,8.55,1.1,Coarse till,Coarse,SP,No,Yes,Medium to high,45,Vx/Nbn,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
325-1-13,5.5,10,7.75,4.5,Coarse till,Coarse,SP-SW,Yes,Yes,Low,8,Vx,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-15,1.8,6.4,4.1,4.6,Coarse till,Coarse,SP-SW,Yes,Yes,No visible ice,0,,Smooth,Flat,0.15,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-17,2,11.3,6.65,9.3,Coarse till,Coarse,SP-SW,Yes,Yes,Low,8,Vx,Smooth,Flat,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-2,2.1,6.1,4.1,4,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-21,1.7,10.4,6.05,8.7,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-23,6.9,10,8.45,3.1,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.25,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-25,4.3,5.6,4.95,1.3,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-27,2.9,5.8,4.35,2.9,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-28,2.7,7.8,5.25,5.1,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-29,2.4,7,4.7,4.6,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-3,3.7,6.9,5.3,3.2,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.1,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,
325-1-34,0.8,10,5.4,9.2,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Undulating,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
325-1-35,0.8,10,5.4,9.2,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Undulating,0.15,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-39,0.6,5.8,3.2,5.2,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
325-1-4,2.4,10,6.2,7.6,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-40,0.9,7.3,4.1,6.4,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
325-1-5,2.4,10,6.2,7.6,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.2,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,
325-1-7,4.9,8.7,6.8,3.8,Coarse till,Coarse,SP,Yes,Yes,Low,8,Vx,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
325-1-9,3.1,7.2,5.15,4.1,Coarse till,Coarse,SP,Yes,Yes,No visible ice,0,Nf,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
ENG.YARC03097-01//TVC_H (NTGS 5),13,16.7,14.85,3.7,Coarse till,Coarse,SP,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
ENG.YARC03097-01//TVC_H (NTGS 5),11.7,13,12.35,1.3,Coarse till,Coarse,SP,No,Yes,Low,8,Vx,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
ENG.YARC03097-01//TVC_H (NTGS 5),17.6,20.1,18.85,2.5,Coarse till,Coarse,SP,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
I401A - 20,0,1.1,0.55,1.1,Coarse till,Coarse,SP-SM,No,Yes,No visible ice,0,Nf,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
KP7 - P1,7.8,9.8,8.8,2,Coarse till,Coarse,SW-SC,No,Yes,Low,8,Vx,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
KP7 - P2,1.5,2.3,1.9,0.8,Coarse till,Coarse,SP-SC,No,Yes,Low,8,,Rugged,Undulating,0.3,Clay/till,Hummocky,Organics,3,Glaciolacustrine,2,
174-37,5.3,6.1,5.7,0.8,Gravel,Coarse,GP,No,Yes,Low,8,,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
174-53,1.5,4.6,3.05,3.1,Gravel,Coarse,GP-GC,No,Yes,Low,8,Nf,Moderately rugged,Rolling,0.1,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,
19A-01,6.4,8.2,7.3,1.8,Gravel,Coarse,GP,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons
19A-05,3.7,4.3,4,0.6,Gravel,Coarse,GP-GC,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,0,None,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,"Near ice wedge polygons. Only ice, assumed to be glaciolacustrine."
19A-10,1.5,4.6,3.05,3.1,Gravel,Coarse,GW-GM,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.2,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
19A-10,5.2,13,9.1,7.8,Gravel,Coarse,GW-GM,No,Yes,Medium to high,45,Vx/Nbe,Moderately rugged,Undulating,0.2,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
309-22,1,2.6,1.8,1.6,Gravel,Coarse,GW,No,Yes,Low,8,Nf,Smooth,Undulating,0.1,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-25,1.5,7.6,4.55,6.1,Gravel,Coarse,GW,No,Yes,Low,8,Nbn/Nf,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-25,8,9.1,8.55,1.1,Gravel,Coarse,GW,No,Yes,Medium to high,45,Nbn/Nf,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-25,13.7,15.2,14.45,1.5,Gravel,Coarse,GP-GM,No,Yes,Low,8,,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-25,10.7,13.7,12.2,3,Gravel,Coarse,GW,No,Yes,Low,8,Nf,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-25,7.6,8,7.8,0.4,Gravel,Coarse,GW,No,Yes,Medium to high,45,,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-29,1.5,7.4,4.45,5.9,Gravel,Coarse,GP-GM,No,Yes,Low,8,,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-38,1.5,5.5,3.5,4,Gravel,Coarse,GP-GM,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
312-01,1.2,4.6,2.9,3.4,Gravel,Coarse,GP-GM,No,Yes,Low,8,Nf,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
312-01,5,9.1,7.05,4.1,Gravel,Coarse,GW,No,Yes,Medium to high,45,Nbn,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
312-04,6.1,8.2,7.15,2.1,Gravel,Coarse,GW-GM,No,Yes,Low,8,Nf,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
312-04,5.5,6.1,5.8,0.6,Gravel,Coarse,GW-GM,No,Yes,Medium to high,45,Nbe,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
312-04,1,5.5,3.25,4.5,Gravel,Coarse,GW-GM,No,Yes,Low,8,Nf,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
312-12,3,5.8,4.4,2.8,Gravel,Coarse,GP-GM,No,Yes,No visible ice,0,Nf,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
312-23,2.7,4,3.35,1.3,Gravel,Coarse,GW,No,Yes,Low,8,Nf,Smooth,Undulating,0.1,Clay/sand,Alluvial,Organics,3,Glaciolacustrine,1,Near braided river system
325-1-14,7.5,9.2,8.35,1.7,Gravel,Coarse,GP,Yes,Yes,Low,8,Vx,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-15,6.4,9.8,8.1,3.4,Gravel,Coarse,GP,Yes,Yes,No visible ice,0,,Smooth,Flat,0.15,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-16,4.9,10,7.45,5.1,Gravel,Coarse,GP,Yes,Yes,No visible ice,0,,Smooth,Flat,0.3,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-26,5.6,9.5,7.55,3.9,Gravel,Coarse,GP,Yes,Yes,No visible ice,0,Nf,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
GSC3 - 16,13.1,15.2,14.15,2.1,Gravel,Coarse,GW-GC,No,Yes,Medium to high,45,Vx,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
I401A - 20,2.6,3.8,3.2,1.2,Gravel,Coarse,GW-GM,No,Yes,No visible ice,0,Nf,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
I401A - 57,4.3,6.1,5.2,1.8,Gravel,Coarse,GP-GC,No,Yes,No visible ice,0,Nf,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
W14103137-CRA3N,3.2,3.6,3.4,0.4,Gravel,Coarse,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
170-1-5,2.4,7.2,4.8,4.8,Organics,Organics,PEAT,No,Yes,High,87,,Smooth,Rolling,0.5,None,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,1,Near ice wedge polygons and thermokarst lakes
19A-11,0,0.2,0.1,0.2,Organics,Organics,PEAT,No,Yes,Low,8,Vx/Nbe,Smooth,Undulating,0.2,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
2.45-1-15,2.1,3.7,2.9,1.6,Organics,Organics,ORGANICS,No,Yes,High,87,,Smooth,Flat,1.6,None,Hummocky,Organics,3,Glaciolacustrine,1,Near a river and thermokarst lakes
2.45-1-15,0.15,2.1,1.125,1.95,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,,Smooth,Flat,1.6,None,Hummocky,Organics,3,Glaciolacustrine,1,Near a river and thermokarst lakes
309-51,0.1,0.6,0.35,0.6,Organics,Organics,ORGANICS,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
312-12,0,1.5,0.75,1.5,Organics,Organics,ORGANICS,No,Yes,Low,8,Vx,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
312-18,0.2,0.6,0.4,0.5,Organics,Organics,ORGANICS,No,Yes,Low,8,Vx/Nbe,Smooth,Undulating,0.6,Silt/sand,Alluvial,Organics,3,Glaciolacustrine,2,
325-1-34,0,0.3,0.15,0.3,Organics,Organics,ORGANICS,Yes,Yes,Low,8,Vx,Smooth,Undulating,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
AH109.6C,3.4,5,4.2,1.6,Organics,Organics,PEAT,No,Yes,Low,8,Vx/Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6C,0.3,1.9,1.1,1.6,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vs/Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6C,2.6,3.4,3,0.8,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx/Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6C,1.9,2.6,2.25,0.7,Organics,Organics,PEAT,No,Yes,Low,8,Vr,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6N,0.6,1.3,0.95,0.7,Organics,Organics,ORGANICS,No,Yes,High,87,,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6N,1.3,3,2.15,1.7,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6S,4,4.6,4.3,0.6,Organics,Organics,ORGANICS,No,Yes,Low,8,,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6S,0.2,0.6,0.4,0.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6S,3.3,4,3.65,0.7,Organics,Organics,ORGANICS,No,Yes,Medium to high,45,,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH112.2S,0,0.3,0.15,0.3,Organics,Organics,PEAT,No,Yes,No visible ice,0,Nf,Smooth,Undulating,0.3,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
ENG.YARC03097-01//HUS_P (NTGS 8),2.9,3.7,3.3,0.8,Organics,Organics,PEAT,No,Yes,Low,8,Vs,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_P (NTGS 8),0,0.9,0.45,0.9,Organics,Organics,ORGANICS,No,Yes,High,87,,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_P (NTGS 8),1.5,2.9,2.2,1.4,Organics,Organics,PEAT,No,Yes,Low,8,Vx,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_P (NTGS 8),4.5,5.4,4.95,0.9,Organics,Organics,PEAT,No,Yes,Low,8,,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_P (NTGS 8),3.7,4.5,4.1,0.8,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vs,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_P (NTGS 8),0.9,1.5,1.2,0.6,Organics,Organics,PEAT,No,Yes,Medium to high,45,,Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//TVC_H (NTGS 5),1.4,2,1.7,0.6,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
ENG.YARC03097-01//TVC_H (NTGS 5),1.2,1.4,1.3,0.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vs,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
ENG.YARC03097-01//TVC_P (NTGS 4),1.2,2.6,1.9,1.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vs,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//TVC_P (NTGS 4),2.6,4.1,3.35,1.5,Organics,Organics,PEAT,No,Yes,High,87,,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//TVC_P (NTGS 4),0,1.2,0.6,1.2,Organics,Organics,PEAT,No,Yes,Low,8,Vx,Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
GSC3 - 31,0,0.8,0.4,0.8,Organics,Organics,TOPSOIL,No,Yes,Low,8,Nbe,Smooth,Undulating,0.8,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
GSC4 - 14,0.3,1.8,1.05,1.5,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 14,0,0.3,0.15,0.3,Organics,Organics,PEAT,No,Yes,Low,8,Nbe,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 16,0,1.5,0.75,1.5,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Rolling,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
