Site ID,SampleID,From (m),To (m),Depth,Log depth,Material,Material.simplified,Material code,Organics code,VI num 1,VI num 2,Visible ice 1,Visible ice 2,Lower_VI,Upper_VI,Mid_VI,Excess ice (%),EI,Presence,EITrans,Holocene deposit,Holocene conf,Deposit.type,Deposit.type.conf
312_Pit (NTGS 13),NTGS17-BH13-13-A,6,6.5,6.25,0.795880017,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Alluvial,2,Glaciofluvial,2
312_Pit (NTGS 13),NTGS17-BH13-14-A,6.5,7,6.75,0.829303773,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Alluvial,2,Glaciofluvial,2
312_Pit (NTGS 13),NTGS17-BH13-15-A,7,7.5,7.25,0.860338007,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Alluvial,2,Glaciofluvial,2
312_Pit (NTGS 13),NTGS17-BH13-16-A,7.5,8,7.75,0.889301703,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Alluvial,2,Glaciofluvial,2
312_Pit (NTGS 13),NTGS17-BH13-17-A,8,8.5,8.25,0.916453949,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Alluvial,2,Glaciofluvial,2
312_Pit (NTGS 13),NTGS17-BH13-18-A,8.5,9,8.75,0.942008053,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Alluvial,2,Glaciofluvial,2
312_Pit (NTGS 13),NTGS17-BH13-19-A,9,9.5,9.25,0.966141733,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Alluvial,2,Glaciofluvial,2
312_Pit (NTGS 13),NTGS17-BH13-20-A,9.5,10,9.75,0.989004616,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Alluvial,2,Glaciofluvial,2
HUS_H (NTGS 7),NTGS17-BH07-02-A,1.5,2,1.75,0.243038049,Coarse till,Coarse,5,0,3,NA,Low,NA,1,15,8,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-03-A,2,2.5,2.25,0.352182518,Coarse till,Coarse,5,0,3,NA,Low,NA,1,15,8,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-18-A,9.5,10,9.75,0.989004616,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-19-A,10,10.5,10.25,1.010723865,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-20-A,10.5,11,10.75,1.031408464,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-21-A,11,11.5,11.25,1.051152522,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-37-A,11.5,12,11.75,1.070037867,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-22-A,12,12.5,12.25,1.088136089,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-23-A,12.5,13,12.75,1.105510185,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-38-A,13,13.5,13.25,1.122215878,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-24-A,13.5,14,13.75,1.138302698,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-26-A,14,14.5,14.25,1.153814864,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-27-A,14.5,15,14.75,1.16879202,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-28-A,15,15.5,15.25,1.183269844,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-39-A,15.5,16,15.75,1.197280558,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-29-A,16,16.5,16.25,1.210853365,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-30-A,16.5,17,16.75,1.224014811,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-31-A,17,17.5,17.25,1.236789099,Coarse till,Coarse,5,0,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-01-A,1,1.5,1.25,0.096910013,Coarse till,Coarse,5,0,3,NA,Low,NA,1,15,8,3.62,0.0362,1,0.037510169,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-17-A,9,9.5,9.25,0.966141733,Coarse till,Coarse,5,0,3,NA,Low,NA,1,15,8,9.83,0.0983,1,0.099434746,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-14-A,7.5,8,7.75,0.889301703,Coarse till,Coarse,5,0,3,NA,Low,NA,1,15,8,34.05,0.3405,1,0.340950565,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-16-A,8.5,9,8.75,0.942008053,Coarse till,Coarse,5,0,3,NA,Low,NA,1,15,8,35.28,0.3528,1,0.353215819,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-15-A,8,8.5,8.25,0.916453949,Coarse till,Coarse,5,0,3,NA,Low,NA,1,15,8,38.01,0.3801,1,0.380438701,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-13-A,7,7.5,7.25,0.860338007,Coarse till,Coarse,5,0,3,NA,Low,NA,1,15,8,55.98,0.5598,1,0.559631073,Organics,3,Moraine,3
HUS_Slump (NTGS 17),NTGS17-BH17-07-A,7.5,8,7.75,0.889301703,Coarse till,Coarse,5,0,60,70,Medium to high,Medium to high,16,74,45,21.41,0.2141,1,0.214907627,Organics,3,Moraine,2
HUS_Slump (NTGS 17),NTGS17-BH17-08-A,8,8.5,8.25,0.916453949,Coarse till,Coarse,5,0,60,70,Medium to high,Medium to high,16,74,45,26.65,0.2665,1,0.267159605,Organics,3,Moraine,2
HUS_Slump (NTGS 17),NTGS17-BH17-05-C,6,6.5,6.25,0.795880017,Coarse till,Coarse,5,0,60,50,Medium to high,Medium to high,16,74,45,54.52,0.5452,1,0.545072316,Organics,3,Moraine,2
HUS_Slump (NTGS 17),NTGS17-BH17-06-C,6.5,7,6.75,0.829303773,Coarse till,Coarse,5,0,60,50,Medium to high,Medium to high,16,74,45,76.58,0.7658,1,0.765049153,Organics,3,Moraine,2
HUS_Slump (NTGS 17),NTGS17-BH17-04-C,5.5,6,5.75,0.759667845,Coarse till,Coarse,5,0,60,95,Medium to high,High,16,74,45,92.61,0.9261,1,0.924896328,Organics,3,Moraine,2
INU_H (NTGS 2),NTGS17-BH02-04-A,1.5,2,1.75,0.243038049,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-05-A,2,2.5,2.25,0.352182518,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-06-A,2.5,3,2.75,0.439332694,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-07-A,3,3.5,3.25,0.511883361,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-08-A,3.5,4,3.75,0.574031268,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-09-A,4,4.5,4.25,0.62838893,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-10-A,4.5,5,4.75,0.67669361,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-11-A,5,5.5,5.25,0.720159303,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-12-A,5.5,6,5.75,0.759667845,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-13-A,6,6.5,6.25,0.795880017,Coarse till,Coarse,5,0,1,0,Low,No visible ice,1,15,8,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-14-A,6.5,7,6.75,0.829303773,Coarse till,Coarse,5,0,1,0,Low,No visible ice,1,15,8,0,0,0,0.001412429,Organics,3,Moraine,3
TUK_H (NTGS 10),NTGS17-BH10-07-A,8.84,9.25,9.045,0.956408571,Coarse till,Coarse,5,0,50,85,Medium to high,High,16,74,45,15.63,0.1563,1,0.157270904,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-14-A,12.25,12.75,12.5,1.096910013,Coarse till,Coarse,5,0,5,85,Low,High,16,74,45,33.72,0.3372,1,0.337659887,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-13-A,11.75,12.25,12,1.079181246,Coarse till,Coarse,5,0,50,85,Medium to high,High,16,74,45,42.08,0.4208,1,0.421023729,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-10-A,10.25,10.75,10.5,1.021189299,Coarse till,Coarse,5,0,50,85,Medium to high,High,16,74,45,62.05,0.6205,1,0.620159605,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-15-A,12.75,13,12.875,1.109747238,Coarse till,Coarse,5,0,5,85,Low,High,16,74,45,62.05,0.6205,1,0.620159605,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-02-C,3.9,4,3.95,0.596597096,Coarse till,Coarse,5,0,50,12,Medium to high,Low,16,74,45,66.24,0.6624,1,0.661941243,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-12-A,11.25,11.75,11.5,1.06069784,Coarse till,Coarse,5,0,50,85,Medium to high,High,16,74,45,68.55,0.6855,1,0.684975989,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-04-A,2.75,3.25,3,0.477121255,Coarse till,Coarse,5,0,50,12,Medium to high,Low,16,74,45,72.16,0.7216,1,0.720974011,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-11-C,8,8.5,8.25,0.916453949,Coarse till,Coarse,5,0,10,85,Medium to high,High,16,74,45,75.32,0.7532,1,0.752484746,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-03-A,2.25,2.75,2.5,0.397940009,Coarse till,Coarse,5,0,50,12,Medium to high,Low,16,74,45,76.58,0.7658,1,0.765049153,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-09-A,9.75,10.25,10,1,Coarse till,Coarse,5,0,50,85,Medium to high,High,16,74,45,82.75,0.8275,1,0.826574859,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-02-A,1.8,2.25,2.025,0.306425028,Coarse till,Coarse,5,0,50,12,Medium to high,Low,16,74,45,83.37,0.8337,1,0.832757345,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-08-C,7.5,8,7.75,0.889301703,Coarse till,Coarse,5,0,30,85,Medium to high,High,16,74,45,84.35,0.8435,1,0.842529661,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-05-A,3.25,3.9,3.575,0.553276046,Coarse till,Coarse,5,0,50,12,Medium to high,Low,16,74,45,84.5,0.845,1,0.844025424,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-11-A,10.75,11.25,11,1.041392685,Coarse till,Coarse,5,0,50,85,Medium to high,High,16,74,45,87.46,0.8746,1,0.873541808,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-08-A,9.25,9.75,9.5,0.977723605,Coarse till,Coarse,5,0,50,85,Medium to high,High,16,74,45,88.26,0.8826,1,0.881519209,Organics,3,Moraine,2
TUK_H (NTGS 10),NTGS17-BH10-12-C,8.5,8.9,8.7,0.939519253,Coarse till,Coarse,5,0,60,85,Medium to high,High,16,74,45,88.65,0.8865,1,0.885408192,Organics,3,Moraine,2
TVC_H (NTGS 5),NTGS17-BH05-10-A,11.5,12,11.75,1.070037867,Coarse till,Coarse,5,0,3,0,Low,No visible ice,1,15,8,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-11-A,12,12.5,12.25,1.088136089,Coarse till,Coarse,5,0,3,0,Low,No visible ice,1,15,8,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-12-A,12.5,13,12.75,1.105510185,Coarse till,Coarse,5,0,3,0,Low,No visible ice,1,15,8,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-04-C,13.3,13.7,13.5,1.130333768,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-05-C,13.7,13.9,13.8,1.139879086,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-24-A,14,14.5,14.25,1.153814864,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-25-A,14.5,15,14.75,1.16879202,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-26-A,15,15.5,15.25,1.183269844,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-27-A,15.5,16,15.75,1.197280558,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-28-A,16,16.5,16.25,1.210853365,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-31-A,17.5,18,17.75,1.249198357,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-32-A,18,18.5,18.25,1.261262869,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-33-A,18.5,19,18.75,1.273001272,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
TVC_H (NTGS 5),NTGS17-BH05-06-C,19.2,19.5,19.35,1.286680969,Coarse till,Coarse,5,0,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
312_Pit (NTGS 13),NTGS17-BH13-01-A,0,0.5,0.25,-0.602059991,Gravel,Coarse,6,0,0,NA,No visible ice,NA,0,0,0,5.43,0.0543,1,0.05555904,Alluvial,2,Glaciofluvial,2
HUS_H (NTGS 7),NTGS17-BH07-12-A,6.5,7,6.75,0.829303773,Gravel,Coarse,6,0,80,NA,High,NA,75,99,87,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-32-A,17.5,18,17.75,1.249198357,Gravel,Coarse,6,0,80,NA,High,NA,75,99,87,35.28,0.3528,1,0.353215819,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-34-A,18.5,19,18.75,1.273001272,Gravel,Coarse,6,0,80,NA,High,NA,75,99,87,35.28,0.3528,1,0.353215819,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-10-A,5.5,6,5.75,0.759667845,Gravel,Coarse,6,0,80,NA,High,NA,75,99,87,40.87,0.4087,1,0.40895791,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-11-A,6,6.5,6.25,0.795880017,Gravel,Coarse,6,0,80,NA,High,NA,75,99,87,54.64,0.5464,1,0.546268927,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-36-A,19.5,20,19.75,1.2955671,Gravel,Coarse,6,0,80,NA,High,NA,75,99,87,71.78,0.7178,1,0.717184746,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-35-A,19,19.5,19.25,1.284430734,Gravel,Coarse,6,0,80,NA,High,NA,75,99,87,76.58,0.7658,1,0.765049153,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-33-A,18,18.5,18.25,1.261262869,Gravel,Coarse,6,0,80,NA,High,NA,75,99,87,81.34,0.8134,1,0.812514689,Organics,3,Moraine,3
HUS_Slump (NTGS 17),NTGS17-BH17-09-A,8.5,9,8.75,0.942008053,Gravel,Coarse,6,0,3,70,Low,Medium to high,1,15,8,21.41,0.2141,1,0.214907627,Organics,3,Moraine,2
177_Pond (NTGS 12),NTGS17-BH12-01-C,0.82,1,0.91,-0.040958608,Organics,Organics,4,1,0,0,No visible ice,No visible ice,0,0,0,35.28,0.3528,1,0.353215819,Organics,3,Moraine,3
177_Pond (NTGS 12),NTGS17-BH12-02-C,1,1.5,1.25,0.096910013,Organics,Organics,4,1,63,50,Medium to high,Medium to high,0,0,0,35.96,0.3596,1,0.35999661,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-01-C,0,0.5,0.25,-0.602059991,Organics,Organics,4,1,30,75,Medium to high,High,16,74,45,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_H (NTGS 7),NTGS17-BH07-02-C,0.5,0.9,0.7,-0.15490196,Organics,Organics,4,1,60,75,Medium to high,High,16,74,45,26.65,0.2665,1,0.267159605,Organics,3,Moraine,3
HUS_P (NTGS 8),NTGS17-BH08-01-C,0,0.5,0.25,-0.602059991,Organics,Organics,4,1,90,12,High,Low,75,99,87,0,0,0,0.001412429,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-07-C,3,3.5,3.25,0.511883361,Organics,Organics,4,1,5,25,Low,Medium to high,1,15,8,9.83,0.0983,1,0.099434746,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-06-C,2.5,3,2.75,0.439332694,Organics,Organics,4,1,10,75,Low,High,1,15,8,11.99,0.1199,1,0.120973729,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-08-C,3.5,4,3.75,0.574031268,Organics,Organics,4,1,30,25,Medium to high,Medium to high,16,74,45,21.41,0.2141,1,0.214907627,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-11-C,5,5.5,5.25,0.720159303,Organics,Organics,4,1,5,75,Low,High,1,15,8,35.28,0.3528,1,0.353215819,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-05-C,2,2.5,2.25,0.352182518,Organics,Organics,4,1,10,75,Low,High,1,15,8,38.38,0.3838,1,0.384128249,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-04-C,1.5,2,1.75,0.243038049,Organics,Organics,4,1,10,75,Low,High,1,15,8,39.54,0.3954,1,0.39569548,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-09-C,4,4.5,4.25,0.62838893,Organics,Organics,4,1,30,25,Medium to high,Medium to high,16,74,45,43.78,0.4378,1,0.437975706,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-10-C,4.5,5,4.75,0.67669361,Organics,Organics,4,1,5,75,Low,High,1,15,8,47.6,0.476,1,0.476067797,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-01-A,0,0.5,0.25,-0.602059991,Organics,Organics,4,1,90,12,High,Low,75,99,87,52.15,0.5215,1,0.521439266,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-02-A,0.5,1,0.75,-0.124938737,Organics,Organics,4,1,90,95,High,High,16,74,45,55.98,0.5598,1,0.559631073,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-03-C,0.9,1.5,1.2,0.079181246,Organics,Organics,4,1,60,87,Medium to high,High,16,74,45,58.63,0.5863,1,0.586056215,Organics,3,Glaciolacustrine,3
HUS_P (NTGS 8),NTGS17-BH08-02-C,0.5,0.9,0.7,-0.15490196,Organics,Organics,4,1,90,95,High,High,16,74,45,78.75,0.7875,1,0.786687853,Organics,3,Glaciolacustrine,3
HUS_R (NTGS 9),NTGS17-BH09-01-C,0,0.5,0.25,-0.602059991,Organics,Organics,4,1,5,NA,Low,NA,1,15,8,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_R (NTGS 9),NTGS17-BH09-02-C,0.5,1,0.75,-0.124938737,Organics,Organics,4,1,5,NA,Low,NA,1,15,8,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_R (NTGS 9),NTGS17-BH09-11-C,5.1,5.5,5.3,0.72427587,Organics,Organics,4,1,0,NA,No visible ice,NA,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
HUS_R (NTGS 9),NTGS17-BH09-10-C,4.6,5,4.8,0.681241237,Organics,Organics,4,1,0,NA,No visible ice,NA,0,0,0,1.36,0.0136,1,0.014974011,Organics,3,Moraine,3
HUS_R (NTGS 9),NTGS17-BH09-03-C,1,1.5,1.25,0.096910013,Organics,Organics,4,1,5,NA,Low,NA,1,15,8,9.02,0.0902,1,0.091357627,Organics,3,Moraine,3
HUS_R (NTGS 9),NTGS17-BH09-09-C,4,4.5,4.25,0.62838893,Organics,Organics,4,1,0,NA,No visible ice,NA,0,0,0,10.8,0.108,1,0.109107345,Organics,3,Moraine,3
HUS_R (NTGS 9),NTGS17-BH09-06-C,2.5,3,2.75,0.439332694,Organics,Organics,4,1,40,NA,Medium to high,NA,16,74,45,23.32,0.2332,1,0.233953672,Organics,3,Moraine,3
HUS_R (NTGS 9),NTGS17-BH09-05-C,2,2.5,2.25,0.352182518,Organics,Organics,4,1,40,NA,Medium to high,NA,16,74,45,24.04,0.2404,1,0.241133333,Organics,3,Moraine,3
HUS_R (NTGS 9),NTGS17-BH09-04-C,1.5,2,1.75,0.243038049,Organics,Organics,4,1,5,NA,Low,NA,1,15,8,24.91,0.2491,1,0.249808757,Organics,3,Moraine,3
HUS_R (NTGS 9),NTGS17-BH09-07-C,3,3.5,3.25,0.511883361,Organics,Organics,4,1,40,NA,Medium to high,NA,16,74,45,26.65,0.2665,1,0.267159605,Organics,3,Moraine,3
HUS_R (NTGS 9),NTGS17-BH09-08-C,3.5,4,3.75,0.574031268,Organics,Organics,4,1,40,NA,Medium to high,NA,16,74,45,79.23,0.7923,1,0.791474294,Organics,3,Moraine,3
HUS_Slump (NTGS 17),NTGS17-BH17-01-A,0,0.5,0.25,-0.602059991,Organics,Organics,4,1,5,0,Low,No visible ice,1,15,8,52.15,0.5215,1,0.521439266,Organics,3,Moraine,2
INU_H (NTGS 2),NTGS17-BH02-01-A,0,0.5,0.25,-0.602059991,Organics,Organics,4,1,0,0,No visible ice,No visible ice,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-03-A,1,1.5,1.25,0.096910013,Organics,Organics,4,1,3,0,Low,No visible ice,1,15,8,0,0,0,0.001412429,Organics,3,Moraine,3
INU_H (NTGS 2),NTGS17-BH02-02-A,0.5,1,0.75,-0.124938737,Organics,Organics,4,1,3,0,Low,No visible ice,1,15,8,26.65,0.2665,1,0.267159605,Organics,3,Moraine,3
INU_P (NTGS 1),NTGS17-BH01-01-C,0,0.5,0.25,-0.602059991,Organics,Organics,4,1,0,12,No visible ice,Low,0,0,0,0,0,0,0.001412429,Organics,3,Moraine,3
INU_P (NTGS 1),NTGS17-BH01-03-C,1,1.5,1.25,0.096910013,Organics,Organics,4,1,10,12,Low,Low,1,15,8,15.37,0.1537,1,0.154678249,Organics,3,Moraine,3
INU_P (NTGS 1),NTGS17-BH01-04-C,1.5,2,1.75,0.243038049,Organics,Organics,4,1,10,12,Low,Low,1,15,8,17.9,0.179,1,0.17990678,Organics,3,Moraine,3
INU_P (NTGS 1),NTGS17-BH01-02-C,0.5,1,0.75,-0.124938737,Organics,Organics,4,1,10,12,Low,Low,1,15,8,26.65,0.2665,1,0.267159605,Organics,3,Moraine,3
INU_R (NTGS 3),NTGS17-BH03-04-C,2,2.5,2.25,0.352182518,Organics,Organics,4,1,70,25,High,Medium to high,75,99,87,0,0,0,0.001412429,Organics,3,Moraine,3
INU_R (NTGS 3),NTGS17-BH03-11-A,8.5,9,8.75,0.942008053,Organics,Organics,4,1,30,30,Medium to high,Medium to high,16,74,45,0,0,0,0.001412429,Organics,3,Moraine,3
INU_R (NTGS 3),NTGS17-BH03-12-A,9,9.5,9.25,0.966141733,Organics,Organics,4,1,40,30,Medium to high,Medium to high,16,74,45,0,0,0,0.001412429,Organics,3,Moraine,3
INU_R (NTGS 3),NTGS17-BH03-13-A,9.5,10,9.75,0.989004616,Organics,Organics,4,1,40,30,Medium to high,Medium to high,16,74,45,0,0,0,0.001412429,Organics,3,Moraine,3
INU_R (NTGS 3),NTGS17-BH03-01-C,0.8,1,0.9,-0.045757491,Organics,Organics,4,1,0,0,No visible ice,No visible ice,0,0,0,11.99,0.1199,1,0.120973729,Organics,3,Moraine,3
INU_R (NTGS 3),NTGS17-BH03-05-C,2.5,3,2.75,0.439332694,Organics,Organics,4,1,70,87,High,High,75,99,87,17.9,0.179,1,0.17990678,Organics,3,Moraine,3
