Borehole ID,VRM,Slope,Organic cover (m),Mineral soil (logs; first 3 m),Surficial materials (Rampton 1987 map),Holocene deposits,Holocene conf,Deposit.type,Deposit.type.conf,Notes
309-27,Moderately rugged,Rolling,0.2,Gravel/till,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,2,Near thermokarst lakes
309-28,Moderately rugged,Moderately steep,0.3,Gravel/till,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,2,Near thermokarst lakes
309-29,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-30,Smooth,Undulating,0.2,Sand/till,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,2,Near thermokarst lakes
309-31,Rugged,Steep,0.1,Gravel,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near thermokarst lakes
309-32,Smooth,Undulating,0.9,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near thermokarst lakes
309-33,Moderately rugged,Undulating,0.2,Gravel/till,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,2,Near thermokarst lakes
309-34,Smooth,Undulating,0.4,Sand/till,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,2,Near thermokarst lakes
309-35,Smooth,Undulating,0.9,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near thermokarst lakes
309-37,Smooth,Undulating,0.1,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near thermokarst lakes
309-38,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
309-39,Smooth,Undulating,0.2,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near thermokarst lakes
309-40,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
309-41,Moderately rugged,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
309-42,Moderately rugged,Undulating,0.1,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near thermokarst lakes
309-43,Smooth,Rolling,0.2,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near thermokarst lakes
309-44,Rugged,Undulating,0.1,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near thermokarst lakes
309-45,Rugged,Undulating,0.1,Sand/silt,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,2,Near thermokarst lakes
309-49,Moderately rugged,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,2,Near thermokarst lakes
309-50,Smooth,Undulating,0.1,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near thermokarst lakes
309-51,Smooth,Undulating,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
312-01,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
312-02,Smooth,Flat,0.1,Gravel,Alluvial,Organics,3,Glaciofluvial,3,Near braided river system
312-03,Moderately rugged,Flat,0.1,Gravel,Alluvial,Organics,3,Glaciofluvial,3,Near braided river system
312-04,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
312-05,Smooth,Flat,0.1,Sand/gravel,Alluvial,Organics,3,Glaciofluvial,3,Near braided river system
312-06,Smooth,Undulating,0.1,Gravel,Alluvial,Organics,3,Glaciofluvial,3,Near braided river system
312-07,Smooth,Undulating,0,Gravel,Alluvial,None,2,Glaciofluvial,3,
312-07a,Smooth,Undulating,0.2,Till,Alluvial,Organics,3,Moraine,2,
312-08,Smooth,Undulating,0,Silt/sand,Alluvial,None,1,Glaciolacustrine,2,
312-09,Smooth,Undulating,0,Sand,Alluvial,None,2,Glaciofluvial,3,
312-10,Smooth,Undulating,0.1,Gravel,Alluvial,Organics,3,Glaciofluvial,3,
312-11,Moderately rugged,Undulating,0.1,Gravel/clay,Alluvial,Organics,3,Glaciofluvial,2,
312-12,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
312-13,Moderately rugged,Undulating,0.1,Gravel/till,Alluvial,Organics,3,Glaciofluvial,2,Near braided river system
312-14,Smooth,Undulating,0.1,Sand/till,Alluvial,Organics,3,Glaciofluvial,2,Near braided river system
312-15,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
312-16,Smooth,Flat,0.1,Clay/till,Alluvial,Organics,3,Glaciolacustrine,2,
312-17,Smooth,Undulating,0.1,Sand,Alluvial,Organics,3,Glaciofluvial,3,Near braided river system
312-18,Smooth,Undulating,0.6,Silt/sand,Alluvial,Organics,3,Glaciolacustrine,2,
312-19,Smooth,Undulating,0,Sand/gravel,Alluvial,None,2,Glaciofluvial,2,
312-20,Smooth,Flat,0.2,Till,Alluvial,Organics,3,Moraine,3,Near braided river system
312-21,Moderately rugged,Undulating,0.3,Gravel,Alluvial,Organics,3,Glaciofluvial,3,Near braided river system
312-22,Smooth,Undulating,0.1,Till,Alluvial,Organics,3,Moraine,3,Near braided river system
312-23,Smooth,Undulating,0.1,Clay/sand,Alluvial,Organics,3,Glaciolacustrine,1,Near braided river system
312-24,Moderately rugged,Undulating,1.5,Gravel,Alluvial,Organics,3,Glaciofluvial,3,Near braided river system
312-25,Smooth,Flat,0.6,Sand,Alluvial,Organics,3,Glaciofluvial,3,Near braided river system
312-26,Moderately rugged,Flat,0.6,Sand/till,Alluvial,Organics,3,Glaciofluvial,2,Near braided river system
312-27,Smooth,Flat,1.5,Till,Alluvial,Organics,3,Moraine,2,Near braided river system
312-28,Smooth,Flat,0.1,Gravel,Alluvial,Organics,3,Glaciofluvial,3,Near braided river system
312-29,Smooth,Flat,0,Gravel/till,Alluvial,None,2,Glaciofluvial,3,Near braided river system
312-30,Smooth,Undulating,1.5,Gravel,Alluvial,Organics,3,Glaciofluvial,3,Near braided river system
325-1-1,Smooth,Flat,0.15,Sand/till,Glaciofluvial (outwash),Organics,3,Glaciofluvial,2,
325-1-11,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-12,Smooth,Flat,0.15,Sand/till,Glaciofluvial (outwash),Organics,3,Glaciofluvial,3,
325-1-13,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-14,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-15,Smooth,Flat,0.15,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-16,Smooth,Flat,0.3,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-17,Smooth,Flat,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-2,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-20,Smooth,Flat,0.15,Sand/till,Glaciofluvial (outwash),Organics,3,Glaciofluvial,2,
325-1-21,Smooth,Flat,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-22,Smooth,Flat,0.15,Sand,Glaciofluvial (outwash),Organics,3,Glaciofluvial,3,
325-1-23,Smooth,Flat,0.25,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-25,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-26,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-27,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-28,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-29,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
325-1-3,Smooth,Flat,0.1,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,
325-1-30,Smooth,Undulating,0,Sand/silt,Glaciofluvial (outwash),None,2,Glaciofluvial,2,
325-1-31,Smooth,Flat,0,Sand/silt,Glaciofluvial (outwash),None,2,Glaciofluvial,2,
325-1-32,Smooth,Flat,0,Sand/till,Glaciofluvial (outwash),None,2,Glaciofluvial,2,
325-1-33,Smooth,Flat,0,Sand,Glaciofluvial (outwash),None,2,Glaciofluvial,3,
325-1-34,Smooth,Undulating,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
325-1-35,Smooth,Undulating,0.15,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-36,Smooth,Flat,0,Till,Glaciofluvial (outwash),None,2,Moraine,3,
325-1-37,Smooth,Flat,0,Sand,Glaciofluvial (outwash),None,2,Glaciofluvial,3,
325-1-38,Smooth,Flat,0.15,Sand/till,Glaciofluvial (outwash),Organics,3,Glaciofluvial,2,Near ice wedge polygons
325-1-39,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
325-1-4,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
325-1-40,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
325-1-5,Smooth,Flat,0.2,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,
325-1-6,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
325-1-7,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
325-1-9,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
AH109.6C,Smooth,Undulating,5,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6N,Smooth,Flat,3,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH109.6S,Smooth,Undulating,4.6,None,Glaciolacustrine,None,2,Glaciolacustrine,3,Within ice wedge polygons
AH112.2C,Smooth,Flat,0,Sand/clay,Glaciolacustrine,None,1,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
AH112.2N,Smooth,Flat,0.1,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
AH112.2S,Smooth,Undulating,0.3,Clay,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
ENG.YARC03097-01//177_Pit (NTGS 11),Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons
ENG.YARC03097-01//177_Pond (NTGS 12),Smooth,Undulating,1.5,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Within ice wedge polygons
ENG.YARC03097-01//312_Pit (NTGS 13),Rugged,Steep,0,Gravel/till,Alluvial,Alluvial,2,Glaciofluvial,2,Escarpment on the edge of a braided river system
ENG.YARC03097-01//Gunghi BH-01,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
ENG.YARC03097-01//Gunghi BH-02,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
ENG.YARC03097-01//HUS_H (NTGS 7),Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
ENG.YARC03097-01//HUS_P (NTGS 8),Smooth,Undulating,5.5,Silt/clay,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_R (NTGS 9),Smooth,Undulating,5.5,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Within ice wedge polygons
ENG.YARC03097-01//HUS_Slump (NTGS 17),Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
ENG.YARC03097-01//I401A_Pit (NTGS 15),Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,Reworked rolling hills
ENG.YARC03097-01//I401A_Upper (NTGS 16),Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,3,Reworked rolling hills
ENG.YARC03097-01//INU_H (NTGS 2),Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
ENG.YARC03097-01//INU_P (NTGS 1),Smooth,Flat,2,Till,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
ENG.YARC03097-01//INU_R (NTGS 3),Rugged,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
ENG.YARC03097-01//ITH-01,Smooth,Undulating,0,Till/clay,Hummocky,None,2,Moraine,2,
ENG.YARC03097-01//ITH-02,Smooth,Undulating,0,Till/clay,Lacustrine,None,2,Moraine,2,
ENG.YARC03097-01//ITH-03,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
ENG.YARC03097-01//ITH-04,Moderately rugged,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,
ENG.YARC03097-01//ITH-05,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
ENG.YARC03097-01//ITH-06,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
ENG.YARC03097-01//ITH-07,Smooth,Flat,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
ENG.YARC03097-01//ITH-08,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
ENG.YARC03097-01//ITH-09,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
ENG.YARC03097-01//ITH-10,Moderately rugged,Moderately steep,0,Till,Alluvial,None,2,Moraine,3,
ENG.YARC03097-01//ITH-11,Smooth,Rolling,0,Till/silt,Glaciofluvial (ice-contact),None,2,Moraine,2,
ENG.YARC03097-01//ITH-12,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
ENG.YARC03097-01//ITH-13,Smooth,Flat,0,Till/clay,Glaciofluvial (outwash),None,2,Moraine,2,Near ice wedge polygons
ENG.YARC03097-01//ITH-14,Smooth,Undulating,0,Till/silt,Glaciofluvial (outwash),None,2,Moraine,2,
ENG.YARC03097-01//TUK_H (NTGS 10),Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
ENG.YARC03097-01//TVC_H (NTGS 5),Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
ENG.YARC03097-01//TVC_P (NTGS 4),Smooth,Undulating,4,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
ENG.YARC03097-01//TVC_R (NTGS 6),Smooth,Flat,1.5,Till/clay,Hummocky,Organics,3,Moraine,3,Within ice wedge polygons
GSC1A - P1,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
GSC1A - P2,Smooth,Rolling,0,Till/sand,Hummocky,None,2,Moraine,2,
GSC1A - P3,Smooth,Flat,0,Till/clay,Hummocky,None,2,Moraine,2,
GSC1A - P4,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
GSC1A - P5,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
GSC1A - P6,Smooth,Flat,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
GSC3 - 10,Smooth,Undulating,0,Sand,Lacustrine,None,2,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 11,Smooth,Undulating,0,Sand,Lacustrine,None,2,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 14,Smooth,Undulating,0.2,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
GSC3 - 16,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
GSC3 - 17,Moderately rugged,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
GSC3 - 18,Moderately rugged,Flat,0,Sand,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 20,Moderately rugged,Flat,0,Sand/clay,Glaciofluvial (ice-contact),None,2,Glaciofluvial,2,Near ice wedge polygons
GSC3 - 21,Moderately rugged,Undulating,0,Sand,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 22,Smooth,Undulating,0,Sand,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 23,Smooth,Undulating,1.2,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 24,Smooth,Undulating,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
GSC3 - 25,Moderately rugged,Rolling,0.2,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons
GSC3 - 26,Smooth,Undulating,0,Sand/clay,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 27,Moderately rugged,Undulating,0.2,Sand/clay,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 28,Smooth,Undulating,0.3,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 29,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons
GSC3 - 31,Smooth,Undulating,0.8,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
GSC3 - 32,Moderately rugged,Undulating,0,Sand/clay,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 33,Moderately rugged,Undulating,0,Sand/gravel,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 34,Moderately rugged,Rolling,0.5,Sand,Lacustrine,Organics,3,Glaciofluvial,3,Near ice wedge polygons
GSC3 - 7,Smooth,Flat,0.2,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
GSC3 - P1,Smooth,Undulating,0,Sand/clay,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,Near ice wedge polygons
GSC3 - P2,Smooth,Undulating,0,Sand/clay,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,Near ice wedge polygons
GSC3 - P3,Smooth,Undulating,0,Sand,Lacustrine,None,2,Glaciofluvial,3,Near ice wedge polygons
GSC3 - P4,Smooth,Undulating,0,Sand,Lacustrine,None,2,Glaciofluvial,3,Near ice wedge polygons
GSC4 - 11,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - 12,Smooth,Undulating,0,Silt/clay,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - 13,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - 14,Smooth,Undulating,1.8,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 15,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
GSC4 - 16,Smooth,Rolling,1.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 18,Smooth,Undulating,1.2,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 19,Smooth,Rolling,1.5,Clay/silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,
GSC4 - 21,Smooth,Flat,0,Sand,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,
GSC4 - 25,Smooth,Flat,0,Sand/clay,Glaciofluvial (ice-contact),None,2,Glaciofluvial,2,
GSC4 - 28,Smooth,Flat,0,Clay/sand,Glaciofluvial (ice-contact),Lacustrine,2,Glaciofluvial,1,
GSC4 - 30,Smooth,Undulating,0,Sand,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,
GSC4 - 36,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
GSC4 - 40,Smooth,Flat,0,Silt/clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
GSC4 - 42,Smooth,Flat,0.3,Sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,3,
GSC4 - 44,Smooth,Undulating,0,Clay,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,
GSC4 - 49,Smooth,Undulating,1.5,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 5,Smooth,Undulating,0,Clay,Hummocky,None,2,Glaciolacustrine,3,
GSC4 - 55,Smooth,Rolling,0.9,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 6,Smooth,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 7,Smooth,Undulating,1.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 8,Smooth,Undulating,0.2,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - 9,Smooth,Undulating,1.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
GSC4 - P1,Smooth,Undulating,0,Sand/clay,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,
GSC4 - P2,Smooth,Flat,0.6,Clay/sand,Glaciofluvial (ice-contact),Organics,3,Glaciofluvial,2,
GSC4 - P3,Smooth,Undulating,0,Sand,Glaciofluvial (ice-contact),None,2,Glaciofluvial,3,
GSC4 - P3a,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),Lacustrine,2,Glaciofluvial,1,
GSC4 - P4,Smooth,Undulating,0,Silt,Hummocky,None,2,Glaciolacustrine,3,
I401A - 10,Rugged,Rolling,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,3,
I401A - 13,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
I401A - 16,Rugged,Undulating,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,3,
I401A - 20,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
I401A - 21,Rugged,Undulating,0,Sand/clay,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 22,Rugged,Rolling,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 25,Rugged,Undulating,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 27,Rugged,Undulating,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 30,Rugged,Undulating,0,Gravel/sand,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 33,Rugged,Undulating,0,Silt,Colluvial,Colluvial,2,Glaciolacustrine,2,
I401A - 34,Rugged,Undulating,0,Till/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 35,Rugged,Flat,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
I401A - 38,Rugged,Flat,0,Till/sand,Colluvial,Colluvial,1,Glaciofluvial,2,
I401A - 39,Rugged,Rolling,0,Gravel/sand,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 43,Rugged,Flat,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 44,Rugged,Rolling,0,Till/sand,Colluvial,Colluvial,1,Glaciofluvial,2,
I401A - 46,Rugged,Undulating,0,Gravel/sand,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 48,Rugged,Undulating,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 49,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,3,Moraine,2,
I401A - 50,Rugged,Rolling,0,Gravel/sand,Colluvial,Colluvial,3,Glaciofluvial,3,
I401A - 52,Rugged,Rolling,0,Silt/clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 53,Rugged,Undulating,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 55,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 56,Rugged,Undulating,0,Sand/silt,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 57,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 59,Rugged,Undulating,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 60,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 61,Rugged,Undulating,0,Silt,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 63,Rugged,Rolling,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,3,
I401A - 64,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
I401A - 66,Rugged,Rolling,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,3,
I401A - 67,Rugged,Undulating,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,3,
I401A - 68,Rugged,Undulating,0,Sand/clay,Colluvial,Colluvial,2,Glaciolacustrine,2,
I401A - 69,Rugged,Rolling,0,Sand/clay,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - 71,Rugged,Rolling,0,Sand/clay,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - P1,Rugged,Flat,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,2,
I401A - P2,Rugged,Undulating,0,Clay/sand,Colluvial,Colluvial,2,Glaciofluvial,1,
I401A - P3,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
I401A - P4,Rugged,Rolling,0,Sand,Colluvial,Colluvial,2,Glaciofluvial,3,
I401A - P5,Rugged,Undulating,0,Till/gravel,Colluvial,Colluvial,1,Glaciofluvial,2,
I401A - P6,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,3,
I401A - P7,Rugged,Undulating,0,Gravel/clay,Colluvial,Colluvial,3,Glaciolacustrine,3,
I401A - P9,Rugged,Undulating,0,Till,Colluvial,Colluvial,1,Moraine,3,
KP7 - P1,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
KP7 - P2,Rugged,Undulating,0.3,Clay/till,Hummocky,Organics,3,Glaciolacustrine,2,
KP7 - P3,Smooth,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
KP7 - P3a,Smooth,Undulating,0.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
KP7 - P5,Rugged,Flat,0.2,Sand,Hummocky,Organics,3,Glaciofluvial,3,
KP7 - P6,Rugged,Flat,0.3,Sand,Hummocky,Organics,3,Glaciofluvial,2,
PW10 - 12,Smooth,Rolling,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,2,
PW10 - 14,Rugged,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 16,Rugged,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
PW10 - 18,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m
PW10 - 19,Rugged,Undulating,0.2,Sand,Hummocky,Organics,3,Glaciofluvial,3,
PW10 - 20,Rugged,Undulating,0.2,Sand,Hummocky,Organics,3,Glaciofluvial,3,
PW10 - 21,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
