,X,Borehole.ID,Top.depth,Bottom.depth,Depth,Thickness,Material,Material.simplified,ASTM,Reinterpreted,Frozen,Visible.ice,Mid_VI,Cryostructures,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes,fittedvalues_beta,fittedvalues_beta_lwrCI_reg,fittedvalues_beta_uprCI_reg,fittedvalues_beta_lwrCI_siteid,fittedvalues_beta_uprCI_siteid
1240,1911,W14103137-CR30a2,12.7,13.4,13.05,0.7,Sand,Coarse,,No,Yes,Medium to high,45,Vr/Nbn,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.440368149,0.072059555,0.874056975,1.23E-05,0.999934452
1241,1912,W14103137-CR30a2,16.1,20.1,18.1,4,Sand,Coarse,,No,Yes,Low,8,Vx,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.246431747,0.034769611,0.734634865,6.38E-06,0.99980111
1242,1913,W14103137-CR30a2,20.1,20.7,20.4,0.6,Sand,Coarse,,No,Yes,Medium to high,45,Vx,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.378160344,0.047349929,0.868174601,6.73E-06,0.999939457
1294,1902,W14103137-CR30a2,13.7,14.9,14.3,1.2,Silt,Fine,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.182982647,0.02129399,0.689316194,3.62E-06,0.999716011
1295,1909,W14103137-CR30a2,0.3,0.9,0.6,0.6,Silt,Fine,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.265819407,0.047602393,0.709838075,1.11E-05,0.99967071
1296,1910,W14103137-CR30a2,3.2,4.3,3.75,1.1,Silt,Fine,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.244829966,0.039645256,0.705190794,8.59E-06,0.999681727
1297,1914,W14103137-CR30a2,13.4,13.7,13.55,0.3,Silt,Fine,,No,Yes,Medium to high,45,Vr/Nbn,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.350374451,0.038386539,0.867179294,5.16E-06,0.99993054
1394,1907,W14103137-CR30a2,0.9,3.2,2.05,2.3,Till,Till,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river,0.194782601,0.029980455,0.640503959,4.83E-06,0.999660549
1041,1940,W14103137-CR30a4,9.85,10.3,10.075,0.45,Clay,Fine,,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river,0.078359719,0.006869631,0.513598114,4.29E-07,0.999860637
1201,1933,W14103137-CR30a4,0,0.3,0.15,0.3,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river,0.287777241,0.025190625,0.85081781,1.12E-06,0.999981328
1243,1934,W14103137-CR30a4,12.1,21,16.55,8.9,Sand,Coarse,,No,Yes,Low,8,Nbe,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river,0.101552005,0.009641757,0.563819268,6.07E-07,0.999905183
1244,1936,W14103137-CR30a4,10.3,12.1,11.2,1.8,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river,0.104884504,0.012045187,0.525949378,8.94E-07,0.999870775
1245,1941,W14103137-CR30a4,5.8,9.65,7.725,3.85,Sand,Coarse,,No,Yes,Low,8,Vx,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river,0.133462203,0.01636338,0.579225402,1.25E-06,0.999895696
1298,1935,W14103137-CR30a4,5.7,5.8,5.75,0.1,Silt,Fine,,No,Yes,Low,8,Vx,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river,0.103248706,0.009840221,0.568606864,6.44E-07,0.999886475
1299,1937,W14103137-CR30a4,9.65,9.85,9.75,0.2,Silt,Fine,,No,Yes,Low,8,Vx,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river,0.090967337,0.007735096,0.561598414,4.64E-07,0.999891277
1300,1938,W14103137-CR30a4,3.7,5.7,4.7,2,Silt,Fine,,No,Yes,No visible ice,0,Nbn,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river,0.093096969,0.009495061,0.523165061,6.66E-07,0.999852304
1395,1939,W14103137-CR30a4,0.3,3.7,2,3.4,Till,Till,,No,Yes,No visible ice,0,Nf,Rugged,Undulating,0.3,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,Near river,0.073496333,0.00756842,0.451470308,4.07E-07,0.999840763
713,1942,W14103137-CR31N,4.1,6.2,5.15,2.1,Sand,Coarse,,No,Yes,Medium to high,45,Vs,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river,0.151857537,0.020907426,0.582951148,4.91E-06,0.999840243
714,1943,W14103137-CR31N,3.8,4.1,3.95,0.3,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river,0.073739778,0.012931913,0.325080894,4.04E-06,0.999333114
715,1944,W14103137-CR31N,8.9,21.1,15,12.2,Sand,Coarse,,No,Yes,Low,8,Nbe,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river,0.059163563,0.007347131,0.350152172,1.72E-06,0.999539832
716,1945,W14103137-CR31N,7.6,8.9,8.25,1.3,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river,0.06408144,0.009990424,0.318391132,2.84E-06,0.999363375
717,1946,W14103137-CR31N,6.2,7.6,6.9,1.4,Sand,Coarse,,No,Yes,Low,8,Nbe,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river,0.077096126,0.011957913,0.363403576,3.34E-06,0.999497758
895,1947,W14103137-CR31N,0.15,0.45,0.3,0.3,Silt,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river,0.128952002,0.014962063,0.577366583,3.20E-06,0.999820634
896,1948,W14103137-CR31N,1.6,2.5,2.05,0.9,Silt,Fine,,No,Yes,Low,8,Vx/Vr,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river,0.064608264,0.008535303,0.358116215,2.18E-06,0.999436135
897,1949,W14103137-CR31N,3.2,3.8,3.5,0.6,Silt,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river,0.116865794,0.012352961,0.571789985,2.46E-06,0.999826729
898,1950,W14103137-CR31N,2.5,3,2.75,0.5,Silt,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river,0.119607166,0.012920975,0.573098692,2.62E-06,0.999825319
567,1967,W14103137-CR35aN,1.8,2,1.9,0.2,Organics,Organics,PEAT,No,Yes,High,87,,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons,0.30735191,0.026435115,0.863519054,3.18E-06,0.999976681
718,1962,W14103137-CR35aN,6.8,10,8.4,3.2,Sand,Coarse,,No,Yes,Low,8,Nbe,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons,0.073436395,0.010928475,0.360933205,2.96E-06,0.99950583
719,1964,W14103137-CR35aN,15,21.1,18.05,6.1,Sand,Coarse,,No,Yes,Low,8,Nbe,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons,0.053484347,0.00611284,0.345220502,1.34E-06,0.999554745
720,1965,W14103137-CR35aN,10,15,12.5,5,Sand,Coarse,,No,Yes,Low,8,Vx,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons,0.064235263,0.008540997,0.354218609,2.11E-06,0.999527237
899,1963,W14103137-CR35aN,0.15,1.8,0.975,1.65,Silt,Fine,,No,Yes,Medium to high,45,Vx,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons,0.126317024,0.014369969,0.57619186,3.03E-06,0.999821937
900,1966,W14103137-CR35aN,2,6.8,4.4,4.8,Silt,Fine,,No,Yes,Medium to high,45,Vx,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons,0.113648267,0.011703819,0.570218211,2.29E-06,0.999828406
385,1969,W14103137-CR35aS,1.4,1.5,1.45,0.1,Clay,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.1244905,0.013967211,0.575364685,2.91E-06,0.999822848
386,1970,W14103137-CR35aS,2.1,2.6,2.35,0.5,Clay,Fine,,No,Yes,Medium to high,45,Vs,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.121091835,0.013234377,0.573796252,2.70E-06,0.999824563
387,1979,W14103137-CR35aS,1.5,2.1,1.8,0.6,Clay,Fine,,No,Yes,Low,8,Vs,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.065140005,0.008664701,0.358526028,2.22E-06,0.999434611
721,1968,W14103137-CR35aS,14.8,16.2,15.5,1.4,Sand,Coarse,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.058195276,0.007129031,0.349341469,1.65E-06,0.999542311
722,1974,W14103137-CR35aS,7.6,12.5,10.05,4.9,Sand,Coarse,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.069595913,0.009897131,0.358224275,2.58E-06,0.999514559
723,1982,W14103137-CR35aS,16.2,18.9,17.55,2.7,Sand,Coarse,,No,Yes,Low,8,Nbe,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.054378777,0.006300049,0.346026727,1.40E-06,0.999552334
901,1971,W14103137-CR35aS,0.6,1.25,0.925,0.65,Silt,Fine,,No,Yes,Low,8,Nbe,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.067033311,0.009133096,0.359961998,2.39E-06,0.999429242
902,1973,W14103137-CR35aS,12.5,14,13.25,1.5,Silt,Fine,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.044561398,0.004342695,0.339976382,8.70E-07,0.999500381
903,1980,W14103137-CR35aS,1.25,1.4,1.325,0.15,Silt,Fine,,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.124968956,0.014072108,0.575582404,2.94E-06,0.999822609
965,1972,W14103137-CR35aS,18.9,20.9,19.9,2,Till,Till,,No,Yes,Low,8,Nbe,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.025310285,0.001963104,0.26551111,2.47E-07,0.999513097
966,1975,W14103137-CR35aS,2.6,4.1,3.35,1.5,Till,Till,,No,Yes,Medium to high,45,Vx,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.085516957,0.00845114,0.495879966,1.22E-06,0.999818267
967,1976,W14103137-CR35aS,4.5,7.6,6.05,3.1,Till,Till,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.040491926,0.004539221,0.28520748,7.68E-07,0.99943453
968,1977,W14103137-CR35aS,4.1,4.5,4.3,0.4,Till,Till,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.037128621,0.004568418,0.250259716,8.41E-07,0.999258841
969,1978,W14103137-CR35aS,14,14.8,14.4,0.8,Till,Till,,No,Yes,Low,8,Vx,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.030528965,0.002739145,0.27322799,3.88E-07,0.999483296
970,1981,W14103137-CR35aS,20.9,21.3,21.1,0.4,Till,Till,,No,Yes,No visible ice,0,Nbn,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,,0.020947809,0.001652334,0.228464429,2.12E-07,0.999381815
568,1984,W14103137-CR3N,0.4,0.5,0.45,0.1,Organics,Organics,PEAT,No,Yes,Low,8,Nbe,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.242002012,0.043052825,0.677517778,2.55E-05,0.99939285
569,1985,W14103137-CR3N,1.4,2.8,2.1,1.4,Organics,Organics,PEAT,No,Yes,High,87,,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.573749693,0.098325129,0.931887127,3.73E-05,0.999950362
570,1986,W14103137-CR3N,1.15,1.4,1.275,0.25,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vs/Vr,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.38469917,0.063575868,0.834733253,3.03E-05,0.999812158
571,1990,W14103137-CR3N,0.5,1.15,0.825,0.65,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vr,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.388440475,0.065221789,0.835175367,3.15E-05,0.999811243
724,1987,W14103137-CR3N,5.6,12.5,9.05,6.9,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.169002268,0.03760761,0.501440364,3.17E-05,0.998654551
725,1989,W14103137-CR3N,3.9,5.6,4.75,1.7,Sand,Coarse,,No,Yes,High,87,,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.551409417,0.130578314,0.892137988,7.97E-05,0.999908747
904,1983,W14103137-CR3N,2.8,2.9,2.85,0.1,Silt,Fine,,No,Yes,Medium to high,45,Vs,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.292565964,0.050233672,0.743917894,3.10E-05,0.999627835
905,1988,W14103137-CR3N,2.9,3.9,3.4,1,Silt,Fine,,No,Yes,High,87,,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.47340103,0.079513507,0.887443268,3.90E-05,0.999901348
388,1992,W14103137-CR3S,1.9,2.1,2,0.2,Clay,Fine,,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.298771933,0.052753553,0.745070646,3.32E-05,0.999624402
389,1993,W14103137-CR3S,2.6,3,2.8,0.4,Clay,Fine,,No,Yes,Low,8,Vs,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.170482539,0.032355982,0.5458071,2.44E-05,0.998807584
390,1994,W14103137-CR3S,3,3.75,3.375,0.75,Clay,Fine,,No,Yes,Medium to high,45,Vs,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.288770876,0.048734667,0.743204194,2.97E-05,0.99962994
391,1999,W14103137-CR3S,0.5,0.95,0.725,0.45,Clay,Fine,,No,Yes,Medium to high,45,Vx/Vs,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.308220823,0.056758078,0.746793362,3.69E-05,0.999619193
392,2000,W14103137-CR3S,10.8,13.85,12.325,3.05,Clay,Fine,,No,Yes,No visible ice,0,Nbn,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.112272699,0.016690026,0.481235553,1.06E-05,0.998616411
393,2003,W14103137-CR3S,0.95,1.7,1.325,0.75,Clay,Fine,,No,Yes,Medium to high,45,Vr,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.303753613,0.054839194,0.745983631,3.51E-05,0.999621653
394,2004,W14103137-CR3S,2.2,2.6,2.4,0.4,Clay,Fine,,No,Yes,Medium to high,45,Vs/Vr,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.295842064,0.051553191,0.7445286,3.21E-05,0.999626021
572,1991,W14103137-CR3S,1.7,1.9,1.8,0.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vs,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.380351513,0.06170459,0.834216251,2.91E-05,0.999813221
573,2001,W14103137-CR3S,2.1,2.2,2.15,0.1,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx/Nbe,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.377463653,0.060485789,0.833870864,2.82E-05,0.999813926
574,2005,W14103137-CR3S,0,0.5,0.25,0.5,Organics,Organics,PEAT,No,Yes,Low,8,Vx/Nbe,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.243290623,0.043555839,0.677829238,2.59E-05,0.999391537
726,1995,W14103137-CR3S,3.75,4.2,3.975,0.45,Sand,Coarse,,No,Yes,Medium to high,45,Vr,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.363038063,0.085274333,0.753230676,6.45E-05,0.999654903
906,1996,W14103137-CR3S,10,10.25,10.125,0.25,Silt,Fine,,No,Yes,Low,8,Vx,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.137165975,0.020984666,0.532832799,1.34E-05,0.998898234
907,1997,W14103137-CR3S,10.25,10.8,10.525,0.55,Silt,Fine,,No,Yes,Low,8,Vs,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.135514612,0.02049154,0.532122863,1.30E-05,0.998902981
908,1998,W14103137-CR3S,5.8,6.1,5.95,0.3,Silt,Fine,,No,Yes,Medium to high,45,Vr,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.270587816,0.041977927,0.739684864,2.40E-05,0.999640092
909,2002,W14103137-CR3S,6.1,6.6,6.35,0.5,Silt,Fine,,No,Yes,Medium to high,45,Vr,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.267828768,0.04101214,0.739135376,2.33E-05,0.999641643
910,2006,W14103137-CR3S,7.6,9.5,8.55,1.9,Silt,Fine,,No,Yes,Low,8,Vx,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.1438333,0.023041676,0.535626853,1.53E-05,0.998879342
971,2007,W14103137-CR3S,4.2,5.8,5,1.6,Till,Till,,No,Yes,Medium to high,45,Vr,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.212355173,0.030392444,0.677956462,1.27E-05,0.999619242
395,2011,W14103137-CR4N,4,5.2,4.6,1.2,Clay,Fine,,No,Yes,Medium to high,45,Vx/Vc,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.280030486,0.045400431,0.741533841,2.68E-05,0.999634804
396,2012,W14103137-CR4N,13.4,15.1,14.25,1.7,Clay,Fine,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.105719922,0.014876606,0.477810277,9.08E-06,0.998644858
397,2013,W14103137-CR4N,5.4,5.7,5.55,0.3,Clay,Fine,,No,Yes,High,87,,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.454655715,0.070469557,0.885903042,3.27E-05,0.999903613
398,2016,W14103137-CR4N,5.2,5.4,5.3,0.2,Clay,Fine,,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.27510921,0.04359386,0.740576181,2.53E-05,0.999637556
399,2017,W14103137-CR4N,9.5,9.7,9.6,0.2,Clay,Fine,,No,Yes,Medium to high,45,Vr,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.246082941,0.033917668,0.734643046,1.78E-05,0.999654007
575,2010,W14103137-CR4N,1.2,1.8,1.5,0.6,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.382833588,0.0627675,0.834511839,2.98E-05,0.999812614
576,2018,W14103137-CR4N,0.6,1,0.8,0.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vr,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.388648716,0.065314382,0.835199901,3.15E-05,0.999811192
577,2020,W14103137-CR4N,0.2,0.6,0.4,0.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.391986051,0.066812586,0.835592048,3.26E-05,0.999810374
727,2009,W14103137-CR4N,5.7,8.5,7.1,2.8,Sand,Coarse,,No,Yes,Low,8,Vc/Nbe,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.20217157,0.046351779,0.552454439,3.92E-05,0.9989315
728,2014,W14103137-CR4N,3.3,4,3.65,0.7,Sand,Coarse,,No,Yes,Medium to high,45,Vx/Vc,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.365677083,0.086825992,0.753661106,6.63E-05,0.999653689
729,2021,W14103137-CR4N,8.5,9.5,9,1,Sand,Coarse,,No,Yes,Low,8,Vc,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.191639495,0.041511725,0.549102895,3.36E-05,0.998953193
911,2008,W14103137-CR4N,9.7,13.4,11.55,3.7,Silt,Fine,,No,Yes,No visible ice,0,Nbn,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.115009532,0.017479989,0.482615076,1.13E-05,0.998604791
912,2015,W14103137-CR4N,1.8,2.5,2.15,0.7,Silt,Fine,,No,Yes,Medium to high,45,Vx/Vc,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.297671281,0.052300355,0.744867467,3.28E-05,0.99962501
913,2019,W14103137-CR4N,3,3.3,3.15,0.3,Silt,Fine,,No,Yes,Medium to high,45,Vx,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.29039376,0.04937183,0.743510225,3.02E-05,0.999629039
400,2025,W14103137-CR4S,5.2,7.1,6.15,1.9,Clay,Fine,,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.269206059,0.041492346,0.739410214,2.36E-05,0.999640868
401,2026,W14103137-CR4S,9,11.8,10.4,2.8,Clay,Fine,,No,Yes,Medium to high,45,Vr,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.24091634,0.032361791,0.733529693,1.67E-05,0.999656984
402,2028,W14103137-CR4S,11.8,11.9,11.85,0.1,Clay,Fine,,No,Yes,No visible ice,0,Nbn,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.113943293,0.017169932,0.482081034,1.10E-05,0.998609301
403,2035,W14103137-CR4S,11.9,12.3,12.1,0.4,Clay,Fine,,No,Yes,Medium to high,45,Vs/Vr,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.230185266,0.029281394,0.731153965,1.45E-05,0.999663226
578,2024,W14103137-CR4S,2.1,3.2,2.65,1.1,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.373353225,0.058783678,0.833376454,2.71E-05,0.999814928
579,2029,W14103137-CR4S,1.2,1.6,1.4,0.4,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.383662313,0.063125584,0.834610274,3.00E-05,0.999812412
580,2034,W14103137-CR4S,0.3,0.5,0.4,0.2,Organics,Organics,PEAT,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.391986051,0.066812586,0.835592048,3.26E-05,0.999810374
730,2022,W14103137-CR4S,8.8,9,8.9,0.2,Sand,Coarse,,No,Yes,Medium to high,45,Vx/Vc,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.324125637,0.06466164,0.746646297,4.31E-05,0.999672784
731,2023,W14103137-CR4S,8.3,8.5,8.4,0.2,Sand,Coarse,,No,Yes,Low,8,Vx,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.19491948,0.042985475,0.550161773,3.53E-05,0.998946391
732,2027,W14103137-CR4S,7.5,8.3,7.9,0.8,Sand,Coarse,,No,Yes,No visible ice,0,Nbn,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.174740601,0.040217633,0.503490026,3.49E-05,0.998637749
733,2031,W14103137-CR4S,7.1,7.5,7.3,0.4,Sand,Coarse,,No,Yes,Medium to high,45,Vx,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.336533887,0.070790687,0.748798052,4.92E-05,0.999667079
914,2030,W14103137-CR4S,0.5,1.2,0.85,0.7,Silt,Fine,,No,Yes,High,87,,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.495727175,0.091607063,0.889246484,4.80E-05,0.999898592
915,2032,W14103137-CR4S,8.5,8.8,8.65,0.3,Silt,Fine,,No,Yes,No visible ice,0,Nbn,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream,0.1257703,0.020775038,0.487779345,1.44E-05,0.998560439
