,Borehole.ID,Top.depth,Bottom.depth,Material,ASTM,Reinterpreted,Frozen,Visible.ice,Cryostructures,EI70,EI85,EI100,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
1068,325-1-2,2.1,6.1,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1075,325-1-21,1.7,10.4,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Flat,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1081,325-1-23,6.9,10,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Flat,0.25,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1085,325-1-25,4.3,5.6,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1095,325-1-27,2.9,5.8,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1097,325-1-28,2.7,7.8,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1103,325-1-29,2.4,7,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1105,325-1-3,3.7,6.9,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Flat,0.1,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,
1127,325-1-34,0.8,10,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Undulating,0.3,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
1129,325-1-35,0.8,10,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Undulating,0.15,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1132,325-1-36,0,5.5,Coarse till,SP-SM,Yes,Yes,,,0,0,0,Smooth,Flat,0,Till,Glaciofluvial (outwash),None,2,Moraine,3,
1133,325-1-36,7,10,Coarse till,SP-SM,Yes,Yes,,,0,0,0,Smooth,Flat,0,Till,Glaciofluvial (outwash),None,2,Moraine,3,
1143,325-1-39,0.6,5.8,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
1145,325-1-4,2.4,10,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Flat,0.2,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1148,325-1-40,0.9,7.3,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt/till,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,
1150,325-1-5,2.4,10,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Flat,0.2,Silt,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,3,
1162,325-1-7,4.9,8.7,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
1167,325-1-9,3.1,7.2,Coarse till,SP,Yes,Yes,,,0,0,0,Smooth,Flat,0,Silt,Glaciofluvial (outwash),None,2,Glaciolacustrine,3,
1206,ENG.YARC03097-01//177_Pit (NTGS 11),8.5,9,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons
1208,ENG.YARC03097-01//177_Pit (NTGS 11),6.3,8.5,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons
1210,ENG.YARC03097-01//177_Pit (NTGS 11),9,10.1,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons
1226,ENG.YARC03097-01//Gunghi BH-01,18.3,20.4,Coarse till,SP,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1229,ENG.YARC03097-01//Gunghi BH-01,8.1,11.4,Coarse till,SP,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1230,ENG.YARC03097-01//Gunghi BH-01,11.4,18,Coarse till,SP,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1236,ENG.YARC03097-01//Gunghi BH-02,15.8,18,Coarse till,SP,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1237,ENG.YARC03097-01//Gunghi BH-02,12.9,13.5,Coarse till,SP,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1240,ENG.YARC03097-01//Gunghi BH-02,12,12.9,Coarse till,SP,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1244,ENG.YARC03097-01//Gunghi BH-02,13.5,15.8,Coarse till,SP,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Hummocky,None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
1247,ENG.YARC03097-01//HUS_H (NTGS 7),0.9,2.4,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
1252,ENG.YARC03097-01//HUS_H (NTGS 7),7,9.1,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
1254,ENG.YARC03097-01//HUS_H (NTGS 7),9.1,17.6,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
1273,ENG.YARC03097-01//HUS_Slump (NTGS 17),5.4,8.5,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
1291,ENG.YARC03097-01//INU_H (NTGS 2),6,7.2,Coarse till,SP,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1298,ENG.YARC03097-01//INU_H (NTGS 2),1.5,6,Coarse till,SP,No,Yes,,,0,0,0,Rugged,Flat,1.5,Till,Hummocky,Organics,3,Moraine,3,Reworked rolling hills
1345,ENG.YARC03097-01//ITH-08,4,4.6,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/silt,Hummocky,None,2,Moraine,2,Near thermokarst lake and ice wedge polygons
1347,ENG.YARC03097-01//ITH-09,2,3.66,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,
1371,ENG.YARC03097-01//TUK_H (NTGS 10),1.5,4.2,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
1373,ENG.YARC03097-01//TUK_H (NTGS 10),7.8,8.2,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
1374,ENG.YARC03097-01//TUK_H (NTGS 10),7.3,7.8,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
1376,ENG.YARC03097-01//TUK_H (NTGS 10),12.3,13.5,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
1379,ENG.YARC03097-01//TUK_H (NTGS 10),7.2,7.3,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
1381,ENG.YARC03097-01//TUK_H (NTGS 10),8.2,12.3,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,
1385,ENG.YARC03097-01//TVC_H (NTGS 5),17.6,20.1,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
1386,ENG.YARC03097-01//TVC_H (NTGS 5),11.7,13,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
1387,ENG.YARC03097-01//TVC_H (NTGS 5),13,16.7,Coarse till,SP,No,Yes,,,0,0,0,Smooth,Undulating,2,Clay/till,Hummocky,Organics,3,Glaciolacustrine,3,
1542,GSC4 - 15,1.5,3.3,Coarse till,SP-SC,No,Yes,,,0,0,0,Smooth,Undulating,1.5,Till,Hummocky,Organics,3,Moraine,3,
1654,I401A - 20,0,1.1,Coarse till,SP-SM,No,Yes,,,0,0,0,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
1827,I401A - P3,2.1,3.7,Coarse till,SW-SM,No,Yes,,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
1854,I401A - P9,1.5,4.6,Coarse till,SP-SC,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Colluvial,Colluvial,1,Moraine,3,
1856,I401A - P9,0,1.5,Coarse till,SW-SC,No,Yes,,,0,0,0,Rugged,Undulating,0,Till,Colluvial,Colluvial,1,Moraine,3,
1866,KP7 - P1,7.8,9.8,Coarse till,SW-SC,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1869,KP7 - P2,1.5,2.3,Coarse till,SP-SC,No,Yes,,,0,0,0,Rugged,Undulating,0.3,Clay/till,Hummocky,Organics,3,Glaciolacustrine,2,
1939,PW10 - 33,0.2,1.5,Coarse till,SW,No,Yes,,,0,0,0,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,
1962,PW10 - P5,1.5,3.1,Coarse till,SP-SC,No,Yes,,,0,0,0,Smooth,Undulating,0,Sand/till,Hummocky,Colluvial,2,Moraine,2,
44,170-1-29,7,8.1,Gravel,GP-GM,No,Yes,,,0,0,0,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
154,174-07,2.5,6.1,Gravel,GP-GM,No,Yes,,,0,0,0,Rugged,Undulating,0.1,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
155,174-07,2,2.5,Gravel,GP,No,Yes,,,0,0,0,Rugged,Undulating,0.1,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
163,174-09,7.3,7.6,Gravel,GP-GM,No,Yes,,,0,0,0,Moderately rugged,Rolling,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
165,174-09,3.7,7.3,Gravel,GP-GM,No,Yes,,,0,0,0,Moderately rugged,Rolling,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
210,174-20,4.6,6.1,Gravel,GW,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
212,174-20,8,10.1,Gravel,GW,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
213,174-20,6.1,7.6,Gravel,GW,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
214,174-20,7.6,8,Gravel,GW,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
216,174-20,3,4.6,Gravel,GW,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
244,174-28,1.5,3,Gravel,GW-GM,No,Yes,,,0,0,0,Moderately rugged,Rolling,0.1,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
283,174-37,5.3,6.1,Gravel,GP,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
297,174-48,0,1.4,Gravel,GP,No,Yes,,,0,0,0,Rugged,Rolling,0,Gravel/till,Glaciofluvial (ice-contact),Colluvial,2,Moraine,3,
312,174-51,6.1,9.1,Gravel,GP-GM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,
313,174-51,3,6.1,Gravel,GP-GM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,
322,174-53,1.5,4.6,Gravel,GP-GC,No,Yes,,,0,0,0,Moderately rugged,Rolling,0.1,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,
400,19A-01,6.4,8.2,Gravel,GP,No,Yes,,,0,0,0,Smooth,Undulating,0,Clay/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons
424,19A-05,3.7,4.3,Gravel,GP-GC,No,Yes,,,0,0,0,Smooth,Undulating,0,None,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,"Near ice wedge polygons. Only ice, assumed to be glaciolacustrine."
433,19A-07,3,5.2,Gravel,GP-GM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons
438,19A-08,1.5,3,Gravel,GW-GM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons
442,19A-08,3,4.1,Gravel,GW-GM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons
443,19A-08,4.1,4.6,Gravel,GW-GM,No,Yes,,,0,0,0,Smooth,Undulating,0.2,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons
450,19A-10,1.5,4.6,Gravel,GW-GM,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.2,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
454,19A-10,5.2,13,Gravel,GW-GM,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.2,Clay/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons
538,307-12-2,0,0.9,Gravel,GW-GM,No,Yes,,,0,0,0,Moderately rugged,Rolling,0,Gravel/till,Glaciofluvial (ice-contact),Colluvial,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
729,309-22,1,2.6,Gravel,GW,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
744,309-25,7.6,8,Gravel,GW,No,Yes,,,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
747,309-25,1.5,7.6,Gravel,GW,No,Yes,,,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
750,309-25,13.7,15.2,Gravel,GP-GM,No,Yes,,,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
751,309-25,8,9.1,Gravel,GW,No,Yes,,,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
752,309-25,10.7,13.7,Gravel,GW,No,Yes,,,0,0,0,Moderately rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
776,309-29,1.5,7.4,Gravel,GP-GM,No,Yes,,,0,0,0,Rugged,Rolling,0.2,Silt/gravel,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
824,309-38,1.5,5.5,Gravel,GP-GM,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near thermokarst lakes
840,309-41,3,4.6,Gravel,GW-GM,No,Yes,,,0,0,0,Moderately rugged,Rolling,0.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near thermokarst lakes
876,312-01,1.2,4.6,Gravel,GP-GM,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
877,312-01,5,9.1,Gravel,GW,No,Yes,,,0,0,0,Moderately rugged,Undulating,0.2,Silt/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
887,312-04,6.1,8.2,Gravel,GW-GM,No,Yes,,,0,0,0,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
889,312-04,5.5,6.1,Gravel,GW-GM,No,Yes,,,0,0,0,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
890,312-04,1,5.5,Gravel,GW-GM,No,Yes,,,0,0,0,Rugged,Steep,0.1,Clay/gravel,Alluvial,Organics,3,Glaciolacustrine,2,Near braided river system
936,312-12,3,5.8,Gravel,GP-GM,No,Yes,,,0,0,0,Moderately rugged,Undulating,1.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,
954,312-15,2.4,3,Gravel,GW,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Till/sand,Alluvial,Organics,3,Moraine,2,
1003,312-23,2.7,4,Gravel,GW,No,Yes,,,0,0,0,Smooth,Undulating,0.1,Clay/sand,Alluvial,Organics,3,Glaciolacustrine,1,Near braided river system
1053,325-1-14,7.5,9.2,Gravel,GP,Yes,Yes,,,0,0,0,Smooth,Flat,0.15,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1060,325-1-15,6.4,9.8,Gravel,GP,Yes,Yes,,,0,0,0,Smooth,Flat,0.15,Silt/till,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1062,325-1-16,4.9,10,Gravel,GP,Yes,Yes,,,0,0,0,Smooth,Flat,0.3,Silt/sand,Glaciofluvial (outwash),Organics,3,Glaciolacustrine,2,
1089,325-1-26,5.6,9.5,Gravel,GP,Yes,Yes,,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (outwash),None,2,Glaciolacustrine,2,Near ice wedge polygons
1246,ENG.YARC03097-01//HUS_H (NTGS 7),5.7,7,Gravel,GP,No,Yes,,,0,0,0,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
1251,ENG.YARC03097-01//HUS_H (NTGS 7),17.6,20.1,Gravel,GP,No,Yes,,,0,0,0,Smooth,Flat,0.9,Till,Glaciofluvial (outwash),Organics,3,Moraine,3,
1271,ENG.YARC03097-01//HUS_Slump (NTGS 17),3.3,3.6,Gravel,GP,No,Yes,,,0,0,0,Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
1276,ENG.YARC03097-01//HUS_Slump (NTGS 17),8.5,9.1,Gravel,GP,No,Yes,,,0,0,0,Smooth,Undulating,0.5,Till/clay,Glaciofluvial (outwash),Organics,3,Moraine,2,Near thermokarst lake
1441,GSC3 - 16,13.1,15.2,Gravel,GW-GC,No,Yes,,,0,0,0,Smooth,Flat,0,Clay,Lacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons
1659,I401A - 20,2.6,3.8,Gravel,GW-GM,No,Yes,,,0,0,0,Rugged,Flat,0,Till/silt,Colluvial,Colluvial,1,Glaciolacustrine,1,
1771,I401A - 57,4.3,6.1,Gravel,GP-GC,No,Yes,,,0,0,0,Rugged,Undulating,0,Clay,Colluvial,Colluvial,1,Glaciolacustrine,2,
2678,W14103137-CRA3N,3.2,3.6,Gravel,,No,Yes,,,0,0,0,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
2,170-1-10,0.3,1.4,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
5,170-1-12,5.5,6.7,Ice,ICE,No,Yes,Pure ice,Nf,70,85,100,Smooth,Flat,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
10,170-1-17,2.3,4.6,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
15,170-1-18,2.3,4.3,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Flat,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
22,170-1-2,4.1,6.7,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Rolling,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
38,170-1-28,0,2.1,Ice,ICE,No,Yes,Pure ice,,70,85,100,Moderately rugged,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
56,170-1-32,2.9,6.9,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
64,170-1-35,0.3,5.3,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0.3,None,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,1,Near ice wedge polygons and thermokarst lakes
66,170-1-36,0,0.9,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
67,170-1-36,4.3,6.9,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
73,170-1-37,3.5,5.8,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Rolling,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
74,170-1-4,0.6,7.2,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
88,170-1-5,0.5,2.4,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Rolling,0.5,None,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,1,Near ice wedge polygons and thermokarst lakes
91,170-1-7,1.5,6.9,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Flat,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
94,170-1-8,1.1,2.3,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
95,170-1-8,5.8,7.2,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
122,172-2-7,4.3,4.9,ICE,,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0.6,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
130,174-01,1.4,6.1,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
135,174-02,3.5,5.5,Ice,ICE,No,Yes,Pure ice,,70,85,100,Moderately rugged,Undulating,0.1,Silt/till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,1,Near ice wedge polygons and thermokarst lakes
136,174-02,6,7.6,Ice,ICE,No,Yes,Pure ice,,70,85,100,Moderately rugged,Undulating,0.1,Silt/till/sand,Glaciofluvial (ice-contact),Organics,3,Moraine,1,Near ice wedge polygons and thermokarst lakes
166,174-09,7.6,10.1,Ice,ICE,No,Yes,Pure ice,,70,85,100,Moderately rugged,Rolling,0.1,Silt/till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
205,174-18,3,6.1,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
206,174-18,0.1,1.5,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0.1,Clay/till,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
217,174-20,1.5,3,Ice,ICE,No,Yes,Pure ice,,70,85,100,Moderately rugged,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
221,174-22,2.4,6.1,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
222,174-22,0.5,1.5,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0.1,Silt/clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
245,174-28,4.9,6.1,Ice,ICE,No,Yes,Pure ice,,70,85,100,Moderately rugged,Rolling,0.1,Till/gravel,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
273,174-34,3,3.1,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Flat,0.1,Till/clay,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons and thermokarst lakes
278,174-36,1.7,3,Ice,ICE,No,Yes,Pure ice,,70,85,100,Smooth,Undulating,0.1,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
