,Borehole.ID,Top.depth,Bottom.depth,Thickness,Material,ASTM,Reinterpreted,Frozen,Visible.ice,Cryostructures,EI70,EI85,EI100,VRM,Slope,Organic.cover..m.,Mineral.soil..logs..first.3.m.,Surficial.materials..Rampton.1987.map.,Holocene.deposits,Holocene.conf,Deposit.type,Deposit.type.conf,Notes
916,GSC3 - 29,0,0.3,0.3,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,2,Near ice wedge polygons
922,GSC3 - 7,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Flat,0.2,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons
1008,I401A - 13,0,1.5,1.5,Sand,SC-SM,No,No,NA,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
1009,I401A - 13,1.5,3.4,1.9,Coarse till,SP-SC,No,No,NA,,0,0,0,Rugged,Undulating,0,Sand/till,Colluvial,Colluvial,2,Moraine,2,
1080,I401A - P7,0,2.7,2.7,Gravel,GW-GM,No,No,NA,,0,0,0,Rugged,Undulating,0,Gravel/clay,Colluvial,Colluvial,3,Glaciolacustrine,3,
1090,KP7 - P1,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1098,KP7 - P2,0,0.3,0.3,Organics,TOPSOIL,No,No,NA,,0,0,0,Rugged,Undulating,0.3,Clay/till,Hummocky,Organics,3,Glaciolacustrine,2,
1103,KP7 - P3,0,0.3,0.3,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1105,KP7 - P3a,0,0.5,0.5,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.5,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1108,PW10 - 12,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Rolling,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,2,
1114,PW10 - 14,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Rugged,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1119,PW10 - 16,0,0.3,0.3,Organics,TOPSOIL,No,No,NA,,0,0,0,Rugged,Undulating,0.3,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1122,PW10 - 18,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m
1123,PW10 - 18,0.2,1.8,1.7,Organics,PEAT,No,No,NA,,0,0,0,Rugged,Flat,1.8,None,Hummocky,Organics,3,Glaciolacustrine,2,Only ice and organics in the first 3 m
1129,PW10 - 21,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1131,PW10 - 22,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1135,PW10 - 28,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1139,PW10 - 30,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Rugged,Rolling,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1144,PW10 - 33,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Rolling,0.2,Till/sand,Hummocky,Organics,3,Moraine,2,
1150,PW10 - 8,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1168,PW11 - 16,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.2,Clay/sand,Hummocky,Organics,3,Glaciolacustrine,3,
1177,PW11 - 18,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1183,PW11 - 6,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1187,PW11 - 8,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1203,PW12 - 25,0,0.1,0.1,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Flat,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
1216,PW12 - 34,0,0.2,0.2,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
1219,PW12 - 43,0,0.1,0.1,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
1223,PW12 - 48,0,0.1,0.1,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
1244,PW12 - 67,0,0.1,0.1,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
1248,PW12 - 68,0,0.1,0.1,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Silt/clay,Colluvial,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
1252,PW12 - 69,0,0.1,0.1,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
1259,PW12 - 70,0,0.1,0.1,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Flat,0.1,Silt/clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
1265,PW12 - 71,0,0.1,0.1,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
1271,PW12 - 72,0,0.6,0.6,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.6,Clay,Hummocky,Organics,3,Glaciolacustrine,3,Near river and thermokarst lakes
1336,PW17 - P4,0,0.6,0.6,Organics,PEAT,No,No,NA,,0,0,0,Smooth,Undulating,0.6,Clay,Colluvial,Organics,3,Glaciolacustrine,3,
1364,PW6 - P4,0,0.2,0.2,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,None,2,Glaciolacustrine,3,Outide of LiDAR DEM range
1394,PW9 - P3,0,0.2,0.2,Organics,PEAT,No,No,NA,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1399,PW9 - P4,0,0.3,0.3,Organics,ORGANICS,No,No,NA,,0,0,0,Rugged,Flat,0.3,Clay/till,Hummocky,Organics,3,Moraine,2,
1406,PW9 - P5,0,0.2,0.2,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.2,Till/clay,Hummocky,Organics,3,Moraine,2,
1412,PW9 - P6,0,0.2,0.2,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,1.7,Silt,Hummocky,Organics,3,Glaciolacustrine,3,
1425,W14103137-AH117.8N,0,0.1,0.1,Organics,PEAT,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
1429,W14103137-AH18.15N,0,0.2,0.2,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.2,Clay,Hummocky,Organics,3,Glaciolacustrine,3,
1442,W14103137-AH90.3N,0,0.3,0.3,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Rolling,2.3,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1464,W14103137-CR17aN,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Moderately rugged,Undulating,2.2,Till,Hummocky,Organics,3,Moraine,3,
1482,W14103137-CR17aS,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Moderately rugged,Flat,2.4,Silt,Hummocky,Organics,3,Glaciolacustrine,2,
1520,W14103137-CR21N,0,0.6,0.6,Silt,,No,No,NA,,0,0,0,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,
1521,W14103137-CR21N,0.6,0.8,0.2,Organics,,No,No,NA,,0,0,0,Moderately rugged,Undulating,0,Clay,Lacustrine,Organics,3,Glaciolacustrine,3,
1561,W14103137-CR30a2,0,0.3,0.3,Silt,,No,No,NA,,0,0,0,Moderately rugged,Rolling,0,Silt/till,Glaciofluvial (outwash),Colluvial,2,Moraine,2,Near river
1584,W14103137-CR31N,0,0.15,0.15,Organics,ORGANICS,No,No,NA,,0,0,0,Moderately rugged,Flat,0.15,Silt,Lacustrine,Organics,3,Glaciolacustrine,3,Near river
1596,W14103137-CR35aN,0,0.15,0.15,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Flat,0.15,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1603,W14103137-CR35aS,0,0.3,0.3,Organics,ORGANICS,No,No,NA,,0,0,0,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
1604,W14103137-CR35aS,0.3,0.6,0.3,Organics,PEAT,No,No,NA,,0,0,0,Moderately rugged,Undulating,0.6,Silt/clay/till,Glaciolacustrine,Organics,3,Glaciolacustrine,3,
1620,W14103137-CR3N,0,0.4,0.4,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Flat,2.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
1645,W14103137-CR3S,6.6,7.6,1,Gravel,,No,No,NA,,0,0,0,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
1647,W14103137-CR3S,9.5,10,0.5,Silt,,No,No,NA,,0,0,0,Smooth,Rolling,0.5,Clay,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
1648,W14103137-CR4N,0,0.2,0.2,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,1.8,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
1665,W14103137-CR4S,0,0.3,0.3,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Rolling,0.5,Silt,Alluvial,Organics,3,Glaciolacustrine,2,By a stream
1682,W14103137-CR8N,0,0.2,0.2,Organics,ORGANICS,No,No,NA,,0,0,0,Rugged,Undulating,0.2,Sand/silt,Hummocky,Organics,3,Glaciolacustrine,1,By a stream
1683,W14103137-CR8N,0.2,0.4,0.2,Sand,,No,No,NA,,0,0,0,Rugged,Undulating,0.2,Sand/silt,Hummocky,Organics,3,Glaciolacustrine,1,By a stream
1684,W14103137-CR8N,0.4,0.8,0.4,Organics,PEAT,No,No,NA,,0,0,0,Rugged,Undulating,0.2,Sand/silt,Hummocky,Organics,3,Glaciolacustrine,1,By a stream
1707,W14103137-CRA12S,0,0.3,0.3,Organics,TOPSOIL,No,No,NA,,0,0,0,Smooth,Undulating,0.95,Silt,Hummocky,Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1717,W14103137-CRA3N,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Moderately rugged,Undulating,2.4,Clay,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Within ice wedge polygons
1730,W14103137-CRA3S,0,0.5,0.5,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Flat,2.6,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Within ice wedge polygons
1740,W14103137-S6-BH01,0,0.2,0.2,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.2,Till,Colluvial,Organics,3,Moraine,3,
1747,W14103137-S6-BH02,0,0.1,0.1,Organics,ORGANICS,No,No,NA,Vx,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
1762,W14103137-S6-BH03,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
1772,W14103137-S6-BH04,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Rolling,0.1,Silt/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
1784,W14103137-S6-BH05,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
1790,W14103137-S6-BH06,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
1804,W14103137-S6-BH08,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Gravel/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
1805,W14103137-S6-BH08,0.1,0.2,0.1,Gravel,,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Gravel/till,Colluvial,Organics,3,Moraine,3,Outide of LiDAR DEM range
1813,W14103137-S6-BH09,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Clay,Colluvial,Organics,3,Glaciolacustrine,3,Outide of LiDAR DEM range
1816,W14103137-S6-BH11,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
1826,W14103137-S6-BH12,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
1833,W14103137-S6-BH13,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Till,Colluvial,Organics,3,Moraine,3,
1844,W14103137-S6-BH14,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Undulating,0.1,Silt/Clay,Colluvial,Organics,3,Glaciolacustrine,2,
1850,W14103137-S6-BH16,0,0.1,0.1,Organics,ORGANICS,No,No,NA,,0,0,0,Smooth,Rolling,0.1,Till,Colluvial,Organics,3,Moraine,3,
1851,W14103137-S6-BH16,0.1,0.6,0.5,Till,,No,No,NA,,0,0,0,Smooth,Rolling,0.1,Till,Colluvial,Organics,3,Moraine,3,
2,170-1-10,0.3,1.4,1.1,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
3,170-1-10,1.4,2.4,1,Coarse till,SW-SM,Yes,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
4,170-1-10,2.4,8.4,6,Coarse till,GW-GM,Yes,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0.3,Till,Glaciofluvial (ice-contact),Organics,3,Moraine,3,Near ice wedge polygons and thermokarst lakes
5,170-1-12,0,2.4,2.4,Coarse till,GP-GM,Yes,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
6,170-1-12,2.4,5.5,3.1,Sand,SM,No,Yes,No visible ice,Nf,0,0,0,Smooth,Flat,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
7,170-1-12,5.5,6.7,1.2,Ice,ICE,No,Yes,No visible ice,Nf,70,85,100,Smooth,Flat,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
9,170-1-17,0.6,2.3,1.7,Sand,SM-SC,Yes,Yes,No visible ice,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
10,170-1-17,2.3,4.6,2.3,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
11,170-1-17,4.6,4.9,0.3,Silt,ML,No,Yes,High,,0,0,0,Smooth,Undulating,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
13,170-1-18,0.1,2.3,2.2,Silt,ML,No,Yes,No visible ice,,0,0,0,Smooth,Flat,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
14,170-1-18,2.3,4.3,2,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
15,170-1-18,4.3,5.2,0.9,Silt,ML,No,Yes,High,,0,0,0,Smooth,Flat,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
16,170-1-18,5.2,5.5,0.3,Silt,ML,No,Yes,No visible ice,,0,0,0,Smooth,Flat,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
17,170-1-18,5.5,6.9,1.4,Sand,SM,No,Yes,High,,0,0,0,Smooth,Flat,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
19,170-1-2,0.3,2.4,2.1,Coarse till,GM,Yes,Yes,No visible ice,,0,0,0,Smooth,Rolling,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
20,170-1-2,2.4,4.1,1.7,Sand,SM-SC,No,Yes,Low,Vc/Vs,0,0,0,Smooth,Rolling,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
21,170-1-2,4.1,6.7,2.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Rolling,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
22,170-1-27,0,0.9,0.9,Coarse till,SW-SP,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
23,170-1-28,0,2.1,2.1,Ice,ICE,No,Yes,ice,,70,85,100,Moderately rugged,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
24,170-1-28,2.1,4.6,2.5,Coarse till,SW-SM,No,Yes,No visible ice,Nf,0,0,0,Moderately rugged,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
25,170-1-28,4.6,5.8,1.2,Coarse till,SP-GP,No,Yes,No visible ice,Nf,0,0,0,Moderately rugged,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
26,170-1-28,5.8,8.8,3,Coarse till,SW-SM,No,Yes,No visible ice,Nf,0,0,0,Moderately rugged,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
27,170-1-28,8.8,10,1.2,Coarse till,SW,No,Yes,No visible ice,Nf,0,0,0,Moderately rugged,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
28,170-1-29,0,1.5,1.5,Coarse till,SW-SP,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
29,170-1-29,1.5,2.4,0.9,Sand,SM-SC,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
30,170-1-29,2.4,7,4.6,Coarse till,SP-SM,No,Yes,Low,Nf,0,0,0,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
31,170-1-29,7,8.1,1.1,Gravel,GP-GM,No,Yes,Low,Nbn,0,0,0,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
32,170-1-32,0.3,1.2,0.9,Coarse till,SW,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
33,170-1-32,1.2,2.9,1.7,Coarse till,SP-SM,No,Yes,No visible ice,Nbn/Nf,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
34,170-1-32,2.9,6.9,4,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
36,170-1-35,0.3,5.3,5,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0.3,None,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,1,Near ice wedge polygons and thermokarst lakes
37,170-1-36,0,0.9,0.9,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
38,170-1-36,0.9,1.5,0.6,Fine till,GM-GC,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
39,170-1-36,1.5,2.4,0.9,Coarse till,SW-SM,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
40,170-1-36,2.4,4.3,1.9,Fine till,GM-GC,No,Yes,No visible ice,Nf,0,0,0,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
41,170-1-36,4.3,6.9,2.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
42,170-1-37,0,0.6,0.6,Silt,ML,No,Yes,Low,Nf,0,0,0,Smooth,Rolling,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
43,170-1-37,0.6,2.1,1.5,Sand,SM-SC,No,Yes,Low,Nf,0,0,0,Smooth,Rolling,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
44,170-1-37,2.1,3.5,1.4,Sand,SM-SC,No,Yes,No visible ice,Nf,0,0,0,Smooth,Rolling,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
45,170-1-37,3.5,5.8,2.3,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Rolling,0,Silt/sand,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,2,Near ice wedge polygons and thermokarst lakes
47,170-1-4,0.6,7.2,6.6,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Silt,Glaciofluvial (ice-contact),None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
49,170-1-41,0.1,6.9,6.8,Silt,ML,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,0.1,Silt,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
51,170-1-5,0.5,2.4,1.9,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Rolling,0.5,None,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,1,Near ice wedge polygons and thermokarst lakes
52,170-1-5,2.4,7.2,4.8,Organics,PEAT,No,Yes,High,,0,0,0,Smooth,Rolling,0.5,None,Glaciofluvial (ice-contact),Organics,3,Glaciolacustrine,1,Near ice wedge polygons and thermokarst lakes
54,170-1-7,1.5,6.9,5.4,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Flat,0,Till,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
56,170-1-8,1.1,2.3,1.2,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
57,170-1-8,2.3,5.8,3.5,Sand,SM,No,Yes,Low,Vs,0,0,0,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
58,170-1-8,5.8,7.2,1.4,Ice,ICE,No,Yes,ice,,70,85,100,Smooth,Undulating,0,Till/sand,Glaciofluvial (ice-contact),None,2,Moraine,2,Near ice wedge polygons and thermokarst lakes
59,172-2-1,0,2.3,2.3,Till,,No,Yes,Low,,0,0,0,Smooth,Undulating,0,Till/silt,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
60,172-2-1,2.3,4.3,2,Silt,,No,Yes,Low,,0,0,0,Smooth,Undulating,0,Till/silt,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
61,172-2-1,4.3,5.8,1.5,Silt,,No,Yes,No visible ice,Nbn,0,0,0,Smooth,Undulating,0,Till/silt,Glaciofluvial (ice-contact),None,2,Moraine,3,Near ice wedge polygons and thermokarst lakes
63,172-2-2,0.1,2.9,2.8,Silt,,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0.1,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
64,172-2-2,2.9,4,1.1,Silt,,No,Yes,Medium to high,,0,0,0,Smooth,Flat,0.1,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
65,172-2-2,4,4.9,0.9,Sand,,No,Yes,Low,"Vx, Vc",0,0,0,Smooth,Flat,0.1,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
66,172-2-2,4.9,10,5.1,Till,,No,Yes,Low,Vx,0,0,0,Smooth,Flat,0.1,Silt,Glaciolacustrine,Organics,3,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
67,172-2-3,0,2.1,2.1,Silt,,No,Yes,No visible ice,Nf,0,0,0,Smooth,Rolling,0,Silt,Glaciolacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
68,172-2-3,2.1,4.3,2.2,Silt,,No,Yes,Medium to high,,0,0,0,Smooth,Rolling,0,Silt,Glaciolacustrine,None,2,Glaciolacustrine,3,Near ice wedge polygons and thermokarst lakes
